year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,gk,passing,defending
2006,Australia,60,28,35,36,50.0,60,25,35,35,34,42.0,61.5,35.0,29.5
2006,Australia,66.0,76.0,70.0,52.0,40.0,64.0,57.0,60.0,69.0,68.0,73.0,29.5,66.0,54.0
2006,Australia,53,47,40,43,50.0,38,41,45,41,47,42.0,24.5,47.5,53.0
2006,Australia,73.0,76.0,74.0,76.0,67.0,82.0,63.0,81.0,78.0,85.0,85.0,29.5,72.0,71.5
2006,Australia,59.0,60.0,55.0,54.0,56.0,51.0,55.0,69.0,63.0,53.0,71.0,29.0,60.0,40.0
2006,Australia,71,70,68,60,60.0,70,79,35,74,70,60.0,20.0,77.5,66.5
2006,Australia,58,63,59,64,61.0,64,58,60,67,62,76.0,23.0,59.5,54.5
2006,Australia,72.0,79.0,65.0,76.0,65.0,62.0,62.0,90.0,65.0,69.0,86.0,33.5,72.5,62.0
2006,Australia,73.0,70.0,73.0,67.0,70.0,59.0,81.0,72.0,90.0,70.0,84.0,30.0,75.0,73.5
2006,Australia,84.0,75.0,87.0,75.0,64.0,50.0,69.0,85.0,85.0,90.0,85.0,22.0,55.0,54.0
2006,Australia,86.0,82.0,90.0,91.0,85.0,94.0,88.0,87.0,90.0,90.0,96.0,23.0,85.0,59.5
2006,Australia,64.0,60.0,35.0,61.0,56.0,65.0,69.0,72.0,75.0,61.0,70.0,31.0,64.5,50.5
2006,Australia,67.0,65.0,66.0,67.0,72.0,68.0,67.0,70.0,72.0,73.0,72.0,28.5,66.0,59.0
2006,Australia,63.0,52.0,68.0,55.0,55.0,38.0,41.0,69.0,74.0,56.0,78.0,28.5,38.5,38.5
2006,Japan,59,55,58,63,57.0,41,64,70,72,64,78.0,28.5,60.5,59.5
2006,Japan,64,78,55,86,60.0,87,62,75,67,75,77.0,33.5,35.0,32.0
2006,Japan,59.0,21.0,20.0,72.0,58.0,37.0,36.0,64.0,76.0,44.0,92.0,59.0,27.0,28.0
2006,Japan,74,77,75,70,69.0,64,74,70,73,60,76.0,22.0,70.0,69.0
2006,Japan,68,70,70,66,63.0,43,43,79,72,76,77.0,28.5,47.5,34.5
2006,Japan,75,74,76,66,71.0,65,50,76,56,68,76.0,35.0,63.0,55.5
2006,Japan,61,62,53,63,60.0,60,63,60,65,63,77.0,24.5,61.5,59.0
2006,Japan,47,59,55,60,45.0,51,54,65,65,59,77.0,29.5,35.0,50.5
2006,Japan,56,27,39,76,46.0,44,41,27,39,25,43.0,59.5,36.0,34.0
2006,Japan,61,60,43,58,87.0,68,49,85,60,34,60.0,28.5,50.0,65.0
2006,Japan,62,61,64,73,67.0,72,70,54,86,63,77.0,30.0,69.0,54.5
2006,Japan,64,59,60,73,74.0,71,63,74,72,73,72.0,33.5,64.5,68.0
2006,Japan,78.0,78.0,82.0,83.0,75.0,80.0,73.0,72.0,69.0,84.0,77.0,34.5,77.0,67.5
2006,Japan,56,40,35,50,47.0,40,60,65,35,40,50.0,25.0,35.0,57.5
2006,Japan,75.0,78.0,80.0,78.0,70.0,77.0,75.0,65.0,65.0,77.0,73.0,24.5,81.0,63.5
2006,Japan,64,70,70,61,50.0,60,60,62,60,60,61.0,21.0,60.5,60.5
2006,Japan,73.0,74.0,76.0,75.0,60.0,75.0,69.0,67.0,67.0,76.0,77.0,29.5,75.0,70.0
2006,Japan,77.0,84.0,79.0,80.0,62.0,77.0,71.0,69.0,68.0,79.0,78.0,27.5,78.0,67.5
2006,Japan,71.0,71.0,73.0,68.0,78.0,57.0,62.0,67.0,67.0,75.0,73.0,31.0,66.5,61.5
2006,Japan,62,57,58,52,62.0,68,61,52,54,52,66.0,29.0,62.0,67.5
2006,Japan,71.0,73.0,73.0,68.0,40.0,59.0,63.0,68.0,67.0,76.0,72.0,23.0,68.0,59.5
2006,Japan,61,36,36,57,60.0,28,34,57,58,57,72.0,30.0,35.0,66.0
2006,Japan,60,44,46,58,50.0,43,56,68,77,44,44.0,23.0,78.0,61.0
2006,France,89.0,59.0,53.0,71.0,70.0,39.0,38.0,61.0,59.0,50.0,44.0,90.0,55.0,40.5
2006,France,90.0,32.0,24.0,91.0,85.0,23.0,25.0,66.0,68.0,45.0,75.0,89.5,29.5,25.0
2006,France,83.0,26.0,35.0,74.0,80.0,33.0,30.0,63.0,70.0,62.0,92.0,84.0,35.0,31.5
2006,France,82.0,80.0,60.0,62.0,65.0,62.0,80.0,60.0,60.0,70.0,75.0,26.0,64.5,84.5
2006,France,59,49,65,39,47.0,48,41,65,70,62,61.0,28.0,35.0,41.5
2006,France,87.0,82.0,77.0,92.0,86.0,56.0,49.0,85.0,85.0,80.0,90.0,29.0,54.5,89.0
2006,France,85.0,76.0,68.0,83.0,83.0,51.0,72.0,86.0,88.0,82.0,87.0,28.5,61.0,84.5
2006,France,92.0,91.0,75.0,95.0,92.0,53.0,47.0,90.0,95.0,90.0,75.0,32.0,79.0,96.0
2006,France,80.0,58.0,35.0,50.0,40.0,40.0,40.0,55.0,65.0,79.0,50.0,24.5,65.0,87.5
2006,France,87.0,85.0,75.0,95.0,75.0,75.0,85.0,91.0,90.0,86.0,85.0,20.5,75.0,92.0
2006,France,68.0,48.0,71.0,40.0,48.0,40.0,68.0,54.0,73.0,57.0,47.0,32.5,74.0,72.5
2006,France,94.0,94.0,88.0,92.0,95.0,86.0,88.0,86.0,89.0,82.0,97.0,22.5,81.0,96.5
2006,France,91.0,85.0,84.0,94.0,86.0,74.0,84.0,82.0,86.0,72.0,90.0,25.5,79.0,96.0
2006,France,76.0,79.0,69.0,59.0,60.0,59.0,56.0,91.0,90.0,73.0,63.0,33.5,80.5,53.5
2006,France,79.0,80.0,70.0,50.0,67.0,50.0,70.0,35.0,35.0,40.0,60.0,27.0,82.0,67.5
2006,France,96.0,98.0,98.0,93.0,97.0,98.0,96.0,88.0,90.0,87.0,80.0,22.5,96.0,64.0
2006,France,71.0,70.0,56.0,68.0,50.0,64.0,44.0,71.0,77.0,71.0,74.0,32.0,53.0,83.0
2006,France,75,74,70,77,72.0,47,36,75,77,73,84.0,27.0,52.0,35.5
2006,France,82.0,76.0,82.0,71.0,76.0,71.0,52.0,90.0,91.0,71.0,75.0,30.0,67.0,45.0
2006,France,76.0,80.0,81.0,75.0,86.0,77.0,55.0,75.0,78.0,84.0,84.0,24.0,68.5,40.5
2006,France,97.0,97.0,98.0,98.0,98.0,88.0,68.0,98.0,98.0,98.0,94.0,26.5,77.5,34.5
2006,France,86.0,83.0,82.0,86.0,80.0,75.0,55.0,90.0,91.0,84.0,87.0,27.5,57.5,45.5
2006,France,92.0,92.0,90.0,87.0,96.0,68.0,68.0,86.0,93.0,92.0,94.0,29.0,69.0,32.5
2006,Switzerland,75.0,63.0,23.0,66.0,74.0,33.0,80.0,30.0,68.0,76.0,64.0,74.5,47.0,31.5
2006,Switzerland,66.0,23.0,21.0,49.0,56.0,64.0,33.0,64.0,49.0,47.0,48.0,61.5,27.0,28.0
2006,Switzerland,73.0,72.0,66.0,78.0,72.0,52.0,71.0,77.0,84.0,75.0,75.0,33.0,75.0,76.5
2006,Switzerland,75.0,70.0,62.0,71.0,50.0,26.0,56.0,68.0,81.0,70.0,85.0,27.0,53.0,74.0
2006,Switzerland,76.0,79.0,48.0,65.0,45.0,62.0,73.0,68.0,65.0,77.0,81.0,31.5,63.5,85.5
2006,Switzerland,73.0,57.0,49.0,50.0,50.0,40.0,53.0,56.0,63.0,73.0,40.0,25.5,46.0,72.5
2006,Switzerland,75.0,71.0,71.0,72.0,83.0,70.0,57.0,69.0,70.0,71.0,88.0,33.5,67.0,88.0
2006,Switzerland,84.0,73.0,48.0,40.0,45.0,50.0,69.0,62.0,71.0,68.0,65.0,31.5,77.0,86.0
2006,Switzerland,64,64,63,62,60.0,64,60,69,70,59,75.0,28.5,62.0,64.0
2006,Switzerland,51,56,52,46,53.0,49,57,53,47,49,51.0,30.0,46.0,48.0
2006,Switzerland,75.0,66.0,55.0,86.0,83.0,82.0,70.0,60.0,75.0,76.0,82.0,30.5,66.5,84.5
2006,Switzerland,76.0,74.0,69.0,67.0,57.0,62.0,68.0,65.0,61.0,64.0,70.0,20.0,73.0,77.5
2006,Switzerland,64,64,63,62,60.0,64,60,69,70,59,75.0,28.5,62.0,64.0
2006,Switzerland,70.0,70.0,52.0,64.0,71.0,75.0,66.0,62.0,63.0,48.0,62.0,32.0,61.0,74.5
2006,Switzerland,71.0,71.0,69.0,66.0,71.0,65.0,68.0,74.0,72.0,65.0,70.0,25.0,73.0,47.5
2006,Switzerland,48.0,39.0,39.0,47.0,47.0,47.0,56.0,51.0,63.0,50.0,60.0,20.0,49.5,55.5
2006,Switzerland,82.0,81.0,76.0,73.0,58.0,78.0,81.0,70.0,72.0,72.0,59.0,23.5,85.0,47.0
2006,Switzerland,81.0,78.0,79.0,83.0,66.0,63.0,68.0,77.0,80.0,66.0,75.0,31.5,66.5,44.0
2006,Switzerland,76.0,59.0,79.0,42.0,58.0,71.0,51.0,84.0,77.0,67.0,58.0,29.5,65.5,51.5
2006,Switzerland,75.0,77.0,68.0,77.0,67.0,57.0,47.0,73.0,78.0,70.0,77.0,31.5,58.0,28.0
2006,Switzerland,73.0,75.0,66.0,75.0,63.0,65.0,46.0,65.0,75.0,67.0,84.0,25.0,50.0,34.0
2006,South Korea,76,33,28,79,83.0,25,37,30,50,30,62.0,74.5,32.5,28.5
2006,South Korea,68,31,35,60,57.0,35,21,40,35,40,80.0,70.0,23.5,34.0
2006,South Korea,75,23,30,50,80.0,27,33,28,40,35,75.0,75.0,32.0,26.5
2006,South Korea,54,31,31,49,54.0,32,29,52,51,49,63.0,32.0,30.0,57.0
2006,South Korea,58,60,57,53,68.0,65,47,60,64,57,56.0,25.0,55.5,34.5
2006,South Korea,74,69,55,75,75.0,50,65,68,64,72,80.0,27.5,54.0,73.0
2006,South Korea,65,41,33,58,54.0,31,21,66,58,50,73.0,25.0,36.0,68.5
2006,South Korea,79,86,80,76,75.0,65,75,80,85,80,74.0,24.5,75.0,78.5
2006,South Korea,66,67,60,54,62.0,47,47,63,54,51,65.0,27.5,57.5,74.0
2006,South Korea,75,77,74,71,73.0,64,60,80,75,77,84.0,27.5,73.0,76.0
2006,South Korea,48,68,60,65,60.0,48,42,65,68,61,70.0,28.0,47.5,24.0
2006,South Korea,74,65,66,77,74.0,55,60,65,80,76,88.0,26.0,62.0,84.5
2006,South Korea,77,80,80,70,74.0,70,70,81,85,80,81.0,29.5,80.0,77.5
2006,South Korea,70,75,70,68,70.0,64,68,70,70,74,68.0,27.0,72.5,69.0
2006,South Korea,68,60,40,75,65.0,60,65,75,75,77,87.0,20.0,55.0,70.0
2006,South Korea,82,81,85,81,63.0,90,85,83,70,67,83.0,26.0,73.5,42.5
2006,South Korea,63,68,58,50,48.0,48,38,63,58,57,66.0,24.5,57.0,55.5
2006,South Korea,67,70,35,80,40.0,72,70,65,89,60,60.0,20.0,50.0,77.5
2006,South Korea,69,64,60,45,54.0,60,49,76,73,55,64.0,26.0,53.0,37.5
2006,South Korea,66,62,67,61,65.0,66,48,60,62,62,68.0,34.5,69.0,61.5
2006,South Korea,68,71,66,66,72.0,70,62,68,79,70,76.0,30.0,62.0,50.0
2006,South Korea,70,78,70,58,69.0,62,57,72,60,58,74.0,26.0,74.0,64.0
2006,South Korea,80,20,20,61,74.0,24,20,60,67,49,85.0,85.0,20.0,20.0
2006,Togo,66,46,46,69,62.0,50,35,69,66,69,71.0,24.5,40.5,71.0
2006,Togo,62.0,23.0,35.0,45.0,45.0,43.0,29.0,35.0,35.0,25.0,60.0,63.0,35.0,32.5
2006,Togo,59,56,60,60,55.0,63,54,77,83,64,73.0,24.0,56.0,51.0
2006,Togo,61,38,35,55,52.0,44,39,64,61,55,77.0,25.0,35.0,61.0
2006,Togo,62,55,50,65,65.0,40,55,55,60,65,50.0,34.0,52.5,67.5
2006,Togo,86,83,82,86,80.0,75,55,90,91,84,87.0,27.5,57.5,45.5
2006,Togo,72,45,45,68,64.0,40,48,68,70,68,86.0,32.5,42.5,74.0
2006,Togo,50,43,44,55,52.0,48,41,60,65,50,75.0,22.0,42.5,44.0
2006,Togo,62.0,41.0,35.0,61.0,76.0,77.0,30.0,65.0,35.0,61.0,69.0,27.5,35.0,64.0
2006,Togo,62,61,32,76,70.0,41,26,49,22,26,71.0,60.5,29.5,30.0
2006,Togo,69.0,69.0,52.0,70.0,45.0,55.0,64.0,70.0,50.0,75.0,60.0,23.0,62.5,64.0
2006,Togo,54,50,35,50,65.0,40,40,35,35,40,60.0,23.0,49.5,52.5
2006,Togo,46.0,45.0,37.0,47.0,48.0,41.0,42.0,50.0,48.0,55.0,48.0,26.5,38.5,38.0
2006,Togo,62,48,72,56,68.0,32,35,62,64,62,71.0,29.5,43.5,32.0
2006,Togo,63,50,44,40,60.0,40,50,60,60,50,74.0,23.5,44.5,62.5
2006,Togo,51,21,20,41,36.0,24,49,26,27,41,42.0,51.0,27.5,22.0
2006,Togo,58,57,35,56,55.0,56,43,71,71,46,78.0,22.5,63.5,39.5
2006,Togo,70.0,77.0,69.0,75.0,48.0,55.0,45.0,89.0,84.0,80.0,70.0,27.5,58.0,32.5
2006,Togo,55,50,65,40,55.0,51,40,67,73,50,70.0,23.0,54.5,39.5
2006,Togo,54.0,52.0,53.0,56.0,56.0,51.0,47.0,53.0,53.0,51.0,60.0,22.0,51.5,44.5
2006,Togo,73,75,72,70,50.0,60,40,85,93,40,55.0,29.5,63.0,50.0
2006,Togo,52.0,51.0,45.0,56.0,52.0,50.0,52.0,55.0,55.0,53.0,52.0,24.5,49.5,54.5
2006,Spain,94,25,35,95,95.0,29,85,80,68,95,95.0,94.0,43.5,49.0
2006,Spain,89,20,35,85,84.0,27,31,62,62,61,87.0,90.5,35.0,35.0
2006,Spain,86,60,35,43,70.0,33,22,49,44,51,76.0,84.0,35.0,30.5
2006,Spain,87,78,76,90,92.0,61,62,90,93,90,93.0,34.0,73.5,93.5
2006,Spain,71,62,65,64,63.0,63,65,75,77,62,88.0,33.5,68.5,76.0
2006,Spain,86,70,45,87,82.0,50,70,83,84,82,88.0,20.0,69.5,88.5
2006,Spain,88,77,76,93,85.0,73,80,92,93,92,94.0,35.0,70.0,94.0
2006,Spain,75.0,68.0,35.0,50.0,41.0,58.0,54.0,70.0,74.0,65.0,77.0,23.0,50.0,83.5
2006,Spain,84.0,77.0,64.0,88.0,66.0,77.0,65.0,73.0,78.0,73.0,80.0,26.5,63.0,86.0
2006,Spain,85,72,49,70,75.0,71,67,76,83,82,75.0,32.5,59.5,86.5
2006,Spain,83,80,71,90,88.0,75,77,78,85,83,94.0,27.0,75.5,91.0
2006,Spain,86,88,82,85,80.0,85,84,85,85,87,90.0,23.5,87.5,82.5
2006,Spain,88.0,92.0,91.0,88.0,92.0,72.0,62.0,92.0,95.0,90.0,94.0,25.5,82.0,31.5
2006,Spain,80.0,79.0,85.0,70.0,85.0,82.0,86.0,80.0,85.0,80.0,87.0,31.0,79.5,47.5
2006,Spain,78,83,80,74,80.0,90,84,70,77,80,80.0,29.0,82.5,67.5
2006,Spain,85.0,87.0,80.0,84.0,88.0,88.0,90.0,82.0,85.0,79.0,80.0,29.0,84.0,70.0
2006,Spain,75,78,68,68,79.0,83,77,74,82,71,80.0,25.0,77.5,69.0
2006,Spain,89.0,87.0,92.0,85.0,90.0,86.0,84.0,92.0,91.0,87.0,90.0,30.0,89.0,61.0
2006,Spain,54,50,52,56,49.0,52,41,63,62,64,63.0,55.5,43.0,40.5
2006,Spain,49,49,59,77,49.0,50,45,68,64,62,84.0,33.5,59.0,46.0
2006,Spain,87,87,88,88,85.0,90,82,92,93,88,82.0,26.0,78.5,52.5
2006,Spain,83,80,85,80,62.0,60,65,83,89,75,80.0,24.5,70.0,45.5
2006,Ukraine,61,58,57,50,40.0,30,36,65,72,55,65.0,30.0,37.5,29.5
2006,Ukraine,63,67,67,64,61.0,54,70,70,65,60,76.0,20.0,65.5,58.5
2006,Ukraine,67,67,70,58,65.0,70,40,66,64,70,70.0,22.0,55.5,35.5
2006,Ukraine,49,56,56,40,45.0,50,31,67,60,43,50.0,22.0,42.0,30.0
2006,Ukraine,65,46,44,66,51.0,68,49,62,64,59,63.0,64.5,41.0,44.0
2006,Ukraine,40,38,44,43,62.0,25,40,61,43,55,78.0,23.5,51.5,48.5
2006,Ukraine,58,54,52,60,57.0,58,26,67,74,53,76.0,27.5,39.5,57.5
2006,Ukraine,67,58,64,67,65.0,43,35,70,74,64,82.0,23.0,51.5,72.0
2006,Ukraine,69,71,70,69,71.0,72,63,72,73,67,67.0,21.5,67.0,32.5
2006,Ukraine,61,43,43,56,53.0,43,34,56,58,56,71.0,26.5,38.5,66.0
2006,Ukraine,55,29,35,45,44.0,46,33,35,35,43,44.0,54.5,35.0,35.5
2006,Ukraine,69,65,63,68,72.0,76,62,65,67,61,76.0,28.0,68.5,68.5
2006,Ukraine,69,78,67,75,68.0,74,75,64,71,78,77.0,28.0,58.0,69.5
2006,Ukraine,65,34,36,64,56.0,33,45,65,56,56,80.0,28.5,42.0,67.5
2006,Ukraine,93.0,93.0,93.0,95.0,97.0,66.0,65.0,92.0,94.0,96.0,88.0,20.5,73.5,46.5
2006,Ukraine,77,85,76,70,60.0,65,63,89,90,70,75.0,30.5,66.0,46.5
2006,Ukraine,69,70,65,70,66.0,57,28,72,74,70,78.0,34.0,59.5,33.0
2006,Ukraine,67,72,64,59,65.0,63,70,90,88,61,86.0,28.5,70.5,53.0
2006,Ukraine,52,59,48,41,52.0,44,39,67,50,48,55.0,32.5,52.0,48.0
2006,Tunisia,51.0,27.0,35.0,71.0,52.0,20.0,21.0,35.0,35.0,30.0,40.0,62.5,35.0,33.5
2006,Tunisia,64,55,47,40,55.0,30,50,61,71,50,76.0,24.0,49.0,62.5
2006,Tunisia,47,37,42,55,46.0,44,28,68,65,55,78.0,23.0,41.0,50.0
2006,Tunisia,73.0,85.0,86.0,66.0,75.0,68.0,44.0,85.0,79.0,81.0,88.0,20.5,78.5,59.5
2006,Tunisia,62,42,35,43,35.0,22,38,55,38,40,38.0,24.0,38.0,65.5
2006,Tunisia,66,65,60,68,64.0,36,40,74,78,70,78.0,33.0,52.0,70.5
2006,Tunisia,75.0,84.0,66.0,73.0,71.0,54.0,44.0,84.0,71.0,72.0,73.0,29.0,52.5,81.0
2006,Tunisia,73.0,62.0,63.0,74.0,61.0,45.0,62.0,73.0,76.0,74.0,82.0,30.5,52.5,73.0
2006,Tunisia,71.0,47.0,35.0,70.0,49.0,25.0,47.0,65.0,35.0,50.0,78.0,31.0,60.5,75.0
2006,Tunisia,53.0,58.0,41.0,59.0,56.0,44.0,50.0,40.0,53.0,50.0,69.0,32.5,49.0,48.0
2006,Tunisia,61,78,60,57,50.0,60,59,57,55,62,50.0,20.0,69.5,50.0
2006,Tunisia,67.0,81.0,59.0,60.0,66.0,50.0,65.0,65.0,70.0,40.0,75.0,34.5,62.0,64.5
2006,Tunisia,69,73,71,70,56.0,74,73,65,77,66,62.0,24.5,70.0,54.0
2006,Tunisia,53,53,40,30,60.0,50,48,54,61,49,50.0,31.0,45.0,55.0
2006,Tunisia,55,46,35,43,50.0,29,52,65,35,53,67.0,20.0,35.0,60.5
2006,Tunisia,68.0,72.0,62.0,61.0,55.0,57.0,69.0,64.0,66.0,50.0,60.0,31.0,72.0,56.0
2006,Tunisia,69,71,71,69,69.0,72,67,72,73,66,70.0,20.0,69.5,68.5
2006,Tunisia,65,68,53,61,60.0,54,58,63,60,55,75.0,30.0,51.5,55.5
2006,Tunisia,60,70,65,66,63.0,64,56,71,60,62,75.0,20.0,74.5,48.0
2006,Tunisia,53,50,41,52,55.0,57,61,45,41,42,60.0,21.5,60.0,40.5
2006,Tunisia,79,79,78,72,69.0,59,46,88,86,76,81.0,30.5,51.5,44.5
2006,Tunisia,75.0,75.0,90.0,48.0,43.0,60.0,59.0,80.0,79.0,64.0,60.0,22.5,69.5,34.5
2006,Saudi Arabia,42,46,25,46,66.0,38,41,35,65,58,54.0,28.5,45.0,60.5
2006,Saudi Arabia,62,38,38,58,65.0,32,28,58,60,58,74.0,28.0,33.0,68.0
2006,Saudi Arabia,76,75,68,62,48.0,66,64,80,75,86,77.0,29.5,65.5,61.0
2006,Saudi Arabia,64,55,65,70,65.0,65,60,65,65,65,70.0,20.0,70.0,52.5
2006,Saudi Arabia,54,42,46,57,49.0,54,40,53,54,64,62.0,23.0,41.5,57.5
2006,Saudi Arabia,66,80,68,62,62.0,68,40,74,73,58,70.0,23.0,75.0,40.0
2006,Saudi Arabia,57,59,48,72,64.0,47,48,68,68,48,77.0,25.5,57.5,55.5
2006,Saudi Arabia,73,48,48,66,75.0,41,26,65,64,79,79.0,26.0,39.0,75.5
2006,Saudi Arabia,48,46,47,49,47.0,48,42,49,51,49,62.0,26.0,44.5,57.0
2006,Saudi Arabia,52,46,32,45,55.0,33,45,50,55,50,52.0,26.5,42.0,53.0
2006,Saudi Arabia,62,43,46,56,51.0,53,43,65,48,56,71.0,26.5,43.0,65.5
2006,Saudi Arabia,53,53,51,70,55.0,60,70,65,66,51,75.0,32.0,49.0,62.0
2006,Saudi Arabia,72,73,69,69,67.0,61,66,72,58,64,63.0,27.5,59.5,74.0
2006,Saudi Arabia,73,73,61,70,70.0,53,53,94,72,69,70.0,25.0,53.0,76.5
2006,Saudi Arabia,61,60,55,69,52.0,60,59,60,65,54,82.0,26.5,55.0,65.5
2006,Saudi Arabia,71,61,52,63,53.0,36,42,63,58,70,71.0,20.0,52.5,77.0
2006,Saudi Arabia,78,74,67,60,50.0,71,78,81,82,64,74.0,26.0,76.0,81.5
2006,Saudi Arabia,53,31,23,59,60.0,40,40,66,66,60,82.0,55.5,28.0,26.0
2006,Saudi Arabia,57,60,52,36,42.0,37,67,40,36,54,57.0,20.0,57.5,35.5
2006,Saudi Arabia,54,60,67,55,64.0,62,50,64,65,53,69.0,24.0,56.5,35.0
2006,Saudi Arabia,56,51,62,63,45.0,54,46,74,80,73,90.0,28.0,60.5,48.0
2010,Mexico,82.0,28.0,23.0,56.0,64.0,23.0,77.0,52.0,55.0,24.0,68.0,81.0,53.0,24.5
2010,Mexico,66,62,60,69,70.0,64,70,68,63,62,68.0,14.5,67.0,67.5
2010,Mexico,77,69,54,69,70.0,56,72,78,86,34,73.0,14.5,47.5,80.0
2010,Mexico,81.0,73.0,61.0,71.0,65.0,37.0,79.0,79.0,78.0,35.0,78.0,17.0,71.0,85.0
2010,Mexico,83.0,80.0,64.0,87.0,84.0,61.0,76.0,81.0,87.0,75.0,71.0,15.0,80.5,83.5
2010,Mexico,77.0,75.0,56.0,78.0,80.0,71.0,73.0,73.0,69.0,67.0,74.0,17.0,64.5,83.5
2010,Mexico,67,66,67,61,61.0,72,72,75,58,63,75.0,16.0,61.0,69.0
2010,Mexico,70.0,64.0,51.0,68.0,67.0,49.0,63.0,79.0,70.0,49.0,62.0,17.5,59.5,72.5
2010,Mexico,66.0,66.0,43.0,66.0,73.0,50.0,62.0,77.0,66.0,66.0,64.0,15.0,64.0,64.5
2010,Mexico,76.0,71.0,55.0,65.0,77.0,67.0,71.0,84.0,69.0,50.0,69.0,15.0,69.5,83.0
2010,Mexico,68.0,68.0,70.0,57.0,67.0,70.0,73.0,71.0,70.0,65.0,73.0,15.0,65.5,72.0
2010,Mexico,78.0,76.0,68.0,79.0,82.0,74.0,73.0,87.0,83.0,74.0,76.0,15.0,76.0,78.5
2010,Mexico,74,74,84,66,73.0,71,80,69,61,74,82.0,16.0,66.0,22.5
2010,Mexico,65,22,22,58,62.0,31,54,75,75,35,57.0,65.5,51.0,27.0
2010,Mexico,79.0,80.0,81.0,81.0,79.0,84.0,85.0,84.0,63.0,83.0,86.0,15.5,58.0,64.0
2010,Mexico,73.0,74.0,78.0,63.0,63.0,72.0,82.0,80.0,66.0,75.0,78.0,16.0,70.0,23.0
2010,Mexico,78.0,78.0,77.0,71.0,78.0,59.0,74.0,62.0,77.0,77.0,75.0,15.5,62.5,23.0
2010,Mexico,80.0,84.0,79.0,89.0,74.0,79.0,64.0,77.0,77.0,81.0,71.0,16.0,79.5,28.0
2010,Mexico,76.0,80.0,78.0,69.0,73.0,71.0,84.0,80.0,65.0,73.0,84.0,14.0,73.5,22.0
2010,Mexico,59.0,53.0,68.0,20.0,69.0,63.0,70.0,20.0,20.0,56.0,68.0,12.5,55.5,29.0
2010,Mexico,78.0,85.0,89.0,67.0,73.0,65.0,91.0,64.0,59.0,75.0,86.0,15.0,75.5,22.0
2010,Mexico,76.0,75.0,76.0,71.0,75.0,74.0,80.0,79.0,73.0,74.0,78.0,14.5,77.5,24.5
2010,Uruguay,51,53,48,38,46.0,36,61,38,23,52,51.0,14.5,43.0,27.0
2010,Uruguay,73,20,20,28,35.0,20,31,41,53,20,34.0,72.5,45.5,20.0
2010,Uruguay,67,70,69,63,69.0,52,76,76,63,68,75.0,17.0,70.0,38.0
2010,Uruguay,82.0,59.0,21.0,76.0,73.0,22.0,76.0,82.0,84.0,56.0,76.0,15.0,58.0,86.5
2010,Uruguay,73,60,54,60,76.0,55,70,77,76,67,72.0,15.0,65.5,73.5
2010,Uruguay,73,75,72,63,79.0,72,83,84,74,69,81.0,12.0,67.5,70.5
2010,Uruguay,50,35,47,40,37.0,42,56,46,57,57,53.0,14.0,32.5,21.0
2010,Uruguay,69,73,73,67,67.0,76,69,72,68,69,72.0,14.0,77.5,62.5
2010,Uruguay,71.0,70.0,53.0,56.0,66.0,55.0,64.0,78.0,59.0,41.0,69.0,19.0,68.0,77.5
2010,Uruguay,48,26,59,26,52.0,24,81,44,28,44,68.0,11.5,57.5,21.0
2010,Uruguay,77,78,61,85,78.0,56,82,81,65,71,74.0,14.0,85.5,75.0
2010,Uruguay,75.0,77.0,64.0,69.0,77.0,68.0,73.0,79.0,78.0,76.0,73.0,12.5,71.0,76.0
2010,Uruguay,64,67,61,61,62.0,46,70,76,66,62,66.0,15.0,64.5,65.0
2010,Uruguay,57,62,71,34,54.0,57,60,46,49,54,68.0,12.5,44.5,22.0
2010,Uruguay,76,72,58,74,66.0,63,67,81,78,71,71.0,16.5,77.5,73.5
2010,Uruguay,69,75,67,82,57.0,57,65,65,79,67,69.0,17.0,68.0,68.0
2010,Uruguay,69,83,82,45,65.0,64,68,62,68,60,71.0,11.5,65.5,22.5
2010,Uruguay,64.0,65.0,55.0,59.0,57.0,58.0,70.0,71.0,72.0,65.0,68.0,11.5,65.0,65.5
2010,Uruguay,73,75,72,66,72.0,44,75,71,69,70,72.0,13.0,54.5,25.5
2010,Uruguay,74.0,80.0,77.0,75.0,77.0,69.0,80.0,74.0,70.0,75.0,76.0,14.0,62.0,24.0
2010,Uruguay,83.0,77.0,79.0,81.0,85.0,72.0,84.0,77.0,75.0,87.0,82.0,14.5,72.5,21.0
2010,Uruguay,76,73,73,68,71.0,67,68,61,75,77,73.0,12.5,66.5,23.0
2010,Uruguay,67.0,65.0,75.0,54.0,57.0,72.0,65.0,61.0,69.0,65.0,56.0,13.0,67.0,21.0
2010,France,81.0,23.0,22.0,22.0,60.0,22.0,22.0,34.0,43.0,23.0,24.0,82.5,50.5,22.0
2010,France,83.0,23.0,21.0,63.0,54.0,21.0,53.0,46.0,49.0,34.0,43.0,84.0,55.5,21.0
2010,France,75.0,22.0,22.0,60.0,69.0,22.0,49.0,31.0,66.0,27.0,32.0,76.0,47.0,22.0
2010,France,82.0,79.0,78.0,75.0,76.0,87.0,83.0,89.0,81.0,68.0,84.0,14.5,73.5,81.5
2010,France,64,69,58,63,64.0,64,65,74,62,64,69.0,15.5,62.5,63.5
