year,nation,Fullname,birth_date,N_name
2006,Serbia,Danijel Ljuboja,1978.09.04,danijelljuboja
2006,Netherlands,Edwin van der Sar,1970.10.29,edwinvandersar
2006,Netherlands,Henk Timmer,1971.12.03,henktimmer
2006,Netherlands,Maarten Stekelenburg,1982.09.22,maartenstekelenburg
2006,Netherlands,Kew Jaliens,1978.09.15,kewjaliens
2006,Netherlands,Khalid Boulahrouz,1981.12.28,khalidboulahrouz
2006,Netherlands,Joris Mathijsen,1980.04.05,jorismathijsen
2006,Netherlands,Giovanni van Bronckhorst,1975.02.05,giovannivanbronckhorst
2006,Netherlands,Jan Kromkamp,1980.08.17,jankromkamp
2006,Netherlands,André Ooijer,1974.07.11,andreooijer
2006,Netherlands,John Heitinga,1983.11.15,johnheitinga
2006,Netherlands,Tim de Cler,1978.11.08,timdecler
2006,Netherlands,Denny Landzaat,1976.05.06,dennylandzaat
2006,Netherlands,Phillip Cocu,1970.10.29,phillipcocu
2006,Netherlands,Rafael van der Vaart,1983.02.11,rafaelvandervaart
2006,Netherlands,Arjen Robben,1984.01.23,arjenrobben
2006,Netherlands,Hedwiges Maduro,1985.02.13,hedwigesmaduro
2006,Netherlands,Mark van Bommel,1977.04.22,markvanbommel
2006,Netherlands,Wesley Sneijder,1984.06.09,wesleysneijder
2006,Netherlands,Dirk Kuyt,1980.07.22,dirkkuyt
2006,Netherlands,Ruud van Nistelrooy,1976.07.01,ruudvannistelrooy
2006,Netherlands,Robin van Persie,1983.08.06,robinvanpersie
2006,Netherlands,Jan Vennegoor of Hesselink,1978.11.07,janvennegoorofhesselink
2006,Netherlands,Ryan Babel,1986.12.19,ryanbabel
2006,Mexico,Oswaldo Sánchez,1973.09.21,oswaldosanchez
2006,Mexico,José de Jesús Corona,1981.01.26,josedejesuscorona
2006,Mexico,Guillermo Ochoa,1985.07.13,guillermoochoa
2006,Mexico,Claudio Suárez,1968.12.17,claudiosuarez
2006,Mexico,Carlos Salcido,1980.04.02,carlossalcido
2006,Mexico,Rafael Márquez,1979.02.13,rafaelmarquez
2006,Mexico,Ricardo Osorio,1980.03.30,ricardoosorio
2006,Mexico,Gonzalo Pineda,1982.10.19,gonzalopineda
2006,Mexico,José Antonio Castro,1980.08.11,joseantoniocastro
2006,Mexico,Mario Méndez,1979.06.01,mariomendez
2006,Mexico,Francisco Javier Rodríguez,1981.10.20,franciscojavierrodriguez
2006,Mexico,Gerardo Torrado,1979.04.30,gerardotorrado
2006,Mexico,Sinha,1976.05.23,sinha
2006,Mexico,Pável Pardo,1976.07.26,pavelpardo
2006,Mexico,Ramón Morales,1975.10.10,ramonmorales
2006,Mexico,Andrés Guardado,1986.09.28,andresguardado
2006,Mexico,Rafael García,1974.08.14,rafaelgarcia
2006,Mexico,Jesús Arellano,1973.05.08,jesusarellano
2006,Mexico,Luis Ernesto Pérez,1981.01.12,luisernestoperez
2006,Mexico,Jared Borgetti,1973.08.14,jaredborgetti
2006,Mexico,Guillermo Franco,1976.11.03,guillermofranco
2006,Mexico,Francisco Fonseca,1979.10.02,franciscofonseca
2006,Mexico,Omar Bravo,1980.03.04,omarbravo
2006,Iran,Ebrahim Mirzapour,1978.09.16,ebrahimmirzapour
2006,Iran,Hassan Roudbarian,1978.07.06,hassanroudbarian
2006,Iran,Vahid Talebloo,1982.05.26,vahidtalebloo
2006,Iran,Sohrab Bakhtiarizadeh,1973.09.11,sohrabbakhtiarizadeh
2006,Iran,Yahya Golmohammadi,1971.03.19,yahyagolmohammadi
2006,Iran,Rahman Rezaei,1975.02.20,rahmanrezaei
2006,Iran,Hossein Kaebi,1985.09.23,hosseinkaebi
2006,Iran,Amir Hossein Sadeghi,1981.09.06,amirhosseinsadeghi
2006,Iran,Mohammad Nosrati,1982.01.11,mohammadnosrati
2006,Iran,Mehdi Mahdavikia,1977.07.24,mehdimahdavikia
2006,Iran,Javad Nekounam,1980.09.07,javadnekounam
2006,Iran,Ferydoon Zandi,1979.04.26,ferydoonzandi
2006,Iran,Ali Karimi,1978.11.08,alikarimi
2006,Iran,Andranik Teymourian,1983.03.06,andranikteymourian
2006,Iran,Moharram Navidkia,1982.11.01,moharramnavidkia
2006,Iran,Mehrzad Madanchi,1982.10.12,mehrzadmadanchi
2006,Iran,Masoud Shojaei,1984.06.09,masoudshojaei
2006,Iran,Vahid Hashemian,1976.07.21,vahidhashemian
2006,Iran,Ali Daei,1969.03.21,alidaei
2006,Iran,Rasoul Khatibi,1978.09.22,rasoulkhatibi
2006,Iran,Arash Borhani,1983.09.14,arashborhani
2006,Iran,Reza Enayati,1976.09.23,rezaenayati
2006,Iran,Javad Kazemian,1981.04.23,javadkazemian
2006,Angola,João Ricardo,1970.01.07,joaoricardo
2006,Angola,Lamá,1981.02.01,lama
2006,Angola,Mário Hipólito,1985.06.01,mariohipolito
2006,Angola,Marco Airosa,1984.08.06,marcoairosa
2006,Angola,Jamba,1977.07.10,jamba
2006,Angola,Lebo Lebo,1977.05.29,lebolebo
2006,Angola,Kali,1978.10.11,kali
2006,Angola,Rui Marques,1977.09.03,ruimarques
2006,Angola,Locó,1984.12.25,loco
2006,Angola,Delgado,1979.11.01,delgado
2006,Angola,Marco Abreu,1974.12.08,marcoabreu
2006,Angola,Miloy,1981.05.27,miloy
2006,Angola,Paulo Figueiredo,1972.11.28,paulofigueiredo
2006,Angola,André Macanga,1978.05.14,andremacanga
2006,Angola,Edson Nobre,1980.02.03,edsonnobre
2006,Angola,Mendonça,1982.10.09,mendonca
2006,Angola,Zé Kalanga,1983.10.12,zekalanga
2006,Angola,Mantorras,1982.03.18,mantorras
2006,Angola,Akwá,1977.05.30,akwa
2006,Angola,Mateus,1984.06.19,mateus
2006,Angola,Flávio,1979.12.20,flavio
2006,Angola,Love,1979.03.14,love
2006,Angola,Titi Buengo,1980.02.11,titibuengo
2006,Portugal,Ricardo,1976.02.11,ricardo
2006,Portugal,Quim,1975.11.13,quim
2006,Portugal,Paulo Santos,1972.12.11,paulosantos
2006,Portugal,Paulo Ferreira,1979.01.18,pauloferreira
2006,Portugal,Marco Caneira,1979.02.09,marcocaneira
2006,Portugal,Ricardo Costa,1981.05.16,ricardocosta
2006,Portugal,Fernando Meira,1978.06.05,fernandomeira
2006,Portugal,Miguel Monteiro,1980.01.04,miguelmonteiro
2006,Portugal,Nuno Valente,1974.09.12,nunovalente
2006,Portugal,Ricardo Carvalho,1978.05.18,ricardocarvalho
2006,Portugal,Costinha,1974.12.01,costinha
2006,Portugal,Luís Figo,1972.11.04,luisfigo
2006,Portugal,Petit,1976.09.25,petit
2006,Portugal,Hugo Viana,1983.01.15,hugoviana
2006,Portugal,Maniche,1977.11.11,maniche
2006,Portugal,Tiago Mendes,1981.05.02,tiagomendes
2006,Portugal,Deco,1977.08.27,deco
2006,Portugal,Pauleta,1973.04.28,pauleta
2006,Portugal,Simão Sabrosa,1979.10.31,simaosabrosa
2006,Portugal,Luís Boa Morte,1977.08.04,luisboamorte
2006,Portugal,Cristiano Ronaldo,1985.02.05,cristianoronaldo
2006,Portugal,Nuno Gomes,1976.07.05,nunogomes
2006,Portugal,Hélder Postiga,1982.08.02,helderpostiga
2006,Italy,Gianluigi Buffon,1978.01.28,gianluigibuffon
2006,Italy,Angelo Peruzzi,1970.02.16,angeloperuzzi
2006,Italy,Marco Amelia,1982.04.02,marcoamelia
2006,Italy,Cristian Zaccardo,1981.12.21,cristianzaccardo
2006,Italy,Fabio Grosso,1977.11.28,fabiogrosso
2006,Italy,Fabio Cannavaro,1973.09.13,fabiocannavaro
2006,Italy,Andrea Barzagli,1981.05.08,andreabarzagli
2006,Italy,Alessandro Nesta,1976.03.19,alessandronesta
2006,Italy,Gianluca Zambrotta,1977.02.19,gianlucazambrotta
2006,Italy,Massimo Oddo,1976.06.14,massimooddo
2006,Italy,Marco Materazzi,1973.08.19,marcomaterazzi
2006,Italy,Daniele De Rossi,1983.07.24,danielederossi
2006,Italy,Gennaro Gattuso,1978.01.09,gennarogattuso
2006,Italy,Mauro Camoranesi,1976.10.04,maurocamoranesi
2006,Italy,Simone Barone,1978.04.30,simonebarone
2006,Italy,Simone Perrotta,1977.09.17,simoneperrotta
2006,Italy,Andrea Pirlo,1979.05.19,andreapirlo
2006,Italy,Alessandro Del Piero,1974.11.09,alessandrodelpiero
2006,Italy,Luca Toni,1977.05.26,lucatoni
2006,Italy,Francesco Totti,1976.09.27,francescototti
2006,Italy,Alberto Gilardino,1982.07.05,albertogilardino
2006,Italy,Vincenzo Iaquinta,1979.11.21,vincenzoiaquinta
2006,Italy,Filippo Inzaghi,1973.08.09,filippoinzaghi
2006,Ghana,Sammy Adjei,1980.09.01,sammyadjei
2006,Ghana,George Owu,1982.06.17,owugeorge
2006,Ghana,Richard Kingson,1978.06.13,richardkingson
2006,Ghana,Samuel Kuffour,1976.09.03,samuelkuffour
2006,Ghana,John Mensah,1982.11.29,johnmensah
2006,Ghana,Emmanuel Pappoe,1981.03.03,emmanuelpappoe
2006,Ghana,Illiasu Shilla,1982.10.26,illiasushilla
2006,Ghana,Habib Mohamed,1983.12.10,habibmohamed
2006,Ghana,Daniel Quaye,1980.12.25,danielquaye
2006,Ghana,Eric Addo,1978.11.12,ericaddo
2006,Ghana,Issah Ahmed,1982.05.24,issahahmed
2006,Ghana,Hans Sarpei,1976.06.28,hanssarpei
2006,Ghana,Michael Essien,1982.12.03,michaelessien
2006,Ghana,Derek Boateng,1983.05.02,derekboateng
2006,Ghana,Stephen Appiah,1980.12.24,stephenappiah
2006,Ghana,Sulley Muntari,1984.08.27,sulleymuntari
2006,Ghana,John Paintsil,1981.06.15,johnpaintsil
2006,Ghana,Haminu Draman,1986.04.01,haminudraman
2006,Ghana,Asamoah Gyan,1985.11.22,asamoahgyan
2006,Ghana,Alex Tachie-Mensah,1977.02.15,alextachiemensah
2006,Ghana,Matthew Amoah,1980.10.24,matthewamoah
2006,Ghana,Razak Pimpong,1982.12.30,razakpimpong
2006,Ghana,Otto Addo,1975.06.09,ottoaddo
2006,United States,Tim Howard,1979.03.06,timhoward
2006,United States,Kasey Keller,1969.11.29,kaseykeller
2006,United States,Marcus Hahnemann,1972.06.15,marcushahnemann
2006,United States,Chris Albright,1979.01.14,chrisalbright
2006,United States,Carlos Bocanegra,1979.05.25,carlosbocanegra
2006,United States,Steve Cherundolo,1979.02.19,stevecherundolo
2006,United States,Gregg Berhalter,1973.08.01,greggberhalter
2006,United States,Jimmy Conrad,1977.02.12,jimmyconrad
2006,United States,Oguchi Onyewu,1982.05.13,oguchionyewu
2006,United States,Eddie Pope,1973.12.24,eddiepope
2006,United States,Pablo Mastroeni,1976.08.26,pablomastroeni
2006,United States,John O'Brien,1977.08.29,johno'brien
2006,United States,Eddie Lewis,1974.05.17,eddielewis
2006,United States,Clint Dempsey,1983.03.09,clintdempsey
2006,United States,Claudio Reyna,1973.07.20,claudioreyna
2006,United States,Ben Olsen,1977.05.03,benolsen
2006,United States,Bobby Convey,1983.05.27,bobbyconvey
2006,United States,DaMarcus Beasley,1982.05.24,damarcusbeasley
2006,United States,Eddie Johnson,1984.03.31,eddiejohnson
2006,United States,Brian Ching,1978.05.24,brianching
2006,United States,Josh Wolff,1977.02.25,joshwolff
2006,United States,Brian McBride,1972.06.19,brianmcbride
2006,United States,Landon Donovan,1982.03.04,landondonovan
2006,Czechia,Petr Čech,1982.05.20,petrcech
2006,Czechia,Jaromír Blažek,1972.12.29,jaromirblazek
2006,Czechia,Antonín Kinský,1975.05.31,antoninkinsky
2006,Czechia,Zdeněk Grygera,1980.05.14,zdenekgrygera
2006,Czechia,Pavel Mareš,1976.01.18,pavelmares
2006,Czechia,Radoslav Kováč,1979.11.11,radoslavkovac
2006,Czechia,Marek Jankulovski,1977.05.09,marekjankulovski
2006,Czechia,Martin Jiránek,1979.05.25,martinjiranek
2006,Czechia,Tomáš Ujfaluši,1978.03.24,tomasujfalusi
2006,Czechia,David Rozehnal,1980.07.05,davidrozehnal
2006,Czechia,Tomáš Galásek,1973.01.15,tomasgalasek
2006,Czechia,Libor Sionko,1977.02.01,liborsionko
2006,Czechia,Karel Poborský,1972.03.30,karelpoborsky
2006,Czechia,Tomáš Rosický,1980.10.04,tomasrosicky
2006,Czechia,Pavel Nedvěd,1972.08.30,pavelnedved
2006,Czechia,David Jarolím,1979.05.17,davidjarolim
2006,Czechia,Jan Polák,1981.03.14,janpolak
2006,Czechia,Jaroslav Plašil,1982.01.05,jaroslavplasil
2006,Czechia,Jan Koller,1973.03.30,jankoller
2006,Czechia,Vratislav Lokvenc,1973.09.27,vratislavlokvenc
2006,Czechia,Milan Baroš,1981.10.28,milanbaros
2006,Czechia,Jiří Štajner,1976.05.27,jiristajner
2006,Czechia,Marek Heinz,1977.08.04,marekheinz
2006,Brazil,Dida,1973.10.07,dida
2006,Brazil,Rogério Ceni,1973.01.22,rogerioceni
2006,Brazil,Júlio César,1979.09.03,juliocesar
2006,Brazil,Cafu,1970.06.07,cafu
2006,Brazil,Lúcio,1978.05.08,lucio
2006,Brazil,Juan,1979.02.01,juan
2006,Brazil,Roberto Carlos,1973.04.10,robertocarlos
2006,Brazil,Cicinho,1980.06.24,cicinho
2006,Brazil,Luisão,1981.02.13,luisao
2006,Brazil,Cris,1977.06.03,cris
2006,Brazil,Gilberto,1976.04.25,gilberto
2006,Brazil,Emerson,1976.04.04,emerson
2006,Brazil,Kaká,1982.04.22,kaka
2006,Brazil,Ronaldinho,1980.03.21,ronaldinho
2006,Brazil,Zé Roberto,1974.07.06,zeroberto
2006,Brazil,Gilberto Silva,1976.10.07,gilbertosilva
2006,Brazil,Mineiro,1975.08.02,mineiro
2006,Brazil,Juninho Pernambucano,1975.01.30,juninhopernambucano
2006,Brazil,Ricardinho,1976.05.23,ricardinho
2006,Brazil,Adriano,1982.02.17,adriano
2006,Brazil,Ronaldo,1976.09.22,ronaldo
2006,Brazil,Fred,1983.10.03,fred
2006,Brazil,Robinho,1984.01.25,robinho
2006,Croatia,Stipe Pletikosa,1979.01.08,stipepletikosa
2006,Croatia,Joey Didulica,1977.10.14,joeydidulica
2006,Croatia,Tomislav Butina,1974.03.30,tomislavbutina
2006,Croatia,Josip Šimunić,1978.02.18,josipsimunic
2006,Croatia,Robert Kovač,1974.04.06,robertkovac
2006,Croatia,Dario Šimić,1975.11.12,dariosimic
2006,Croatia,Mario Tokić,1975.06.23,mariotokic
2006,Croatia,Stjepan Tomas,1976.03.06,stjepantomas
2006,Croatia,Darijo Srna,1982.05.01,darijosrna
2006,Croatia,Igor Tudor,1978.04.16,igortudor
2006,Croatia,Jurica Vranješ,1980.01.31,juricavranjes
2006,Croatia,Marko Babić,1981.01.28,markobabic
2006,Croatia,Niko Kovač,1971.10.15,nikokovac
2006,Croatia,Luka Modrić,1985.09.09,lukamodric
2006,Croatia,Ivan Leko,1978.02.07,ivanleko
2006,Croatia,Jerko Leko,1980.04.09,jerkoleko
2006,Croatia,Niko Kranjčar,1984.08.13,nikokranjcar
2006,Croatia,Anthony Šerić,1979.01.15,anthonyseric
2006,Croatia,Dado Pršo,1974.11.05,dadoprso
2006,Croatia,Ivan Klasnić,1980.01.29,ivanklasnic
2006,Croatia,Ivica Olić,1979.09.14,ivicaolic
2006,Croatia,Boško Balaban,1978.10.15,boskobalaban
2006,Croatia,Ivan Bošnjak,1979.02.06,ivanbosnjak
2006,Australia,Mark Schwarzer,1972.10.06,markschwarzer
2006,Australia,Ante Covic,1975.06.13,antecovic
2006,Australia,Zeljko Kalac,1972.12.16,zeljkokalac
2006,Australia,Lucas Neill,1978.03.09,lucasneill
2006,Australia,Craig Moore,1975.12.12,craigmoore
2006,Australia,Tony Popovic,1973.07.04,tonypopovic
2006,Australia,Brett Emerton,1979.02.22,brettemerton
2006,Australia,Stan Lazaridis,1972.08.16,stanlazaridis
2006,Australia,Michael Beauchamp,1981.03.08,michaelbeauchamp
2006,Australia,Luke Wilkshire,1981.10.02,lukewilkshire
2006,Australia,Mark Milligan,1985.08.04,markmilligan
2006,Australia,Tim Cahill,1979.12.06,timcahill
2006,Australia,Jason Culina,1980.08.05,jasonculina
2006,Australia,Josip Skoko,1975.12.10,josipskoko
2006,Australia,Vince Grella,1979.10.05,vincegrella
2006,Australia,Scott Chipperfield,1975.12.30,scottchipperfield
2006,Australia,Mile Sterjovski,1979.05.27,milesterjovski
2006,Australia,Mark Bresciano,1980.02.11,markbresciano
2006,Australia,Mark Viduka,1975.10.09,markviduka
2006,Australia,Harry Kewell,1978.09.22,harrykewell
2006,Australia,John Aloisi,1976.02.05,johnaloisi
2006,Australia,Archie Thompson,1978.10.23,archiethompson
2006,Australia,Joshua Kennedy,1982.08.20,joshuakennedy
2006,Japan,Seigo Narazaki,1976.04.15,seigonarazaki
2006,Japan,Yoichi Doi,1973.07.25,doiyoichi
2006,Japan,Yoshikatsu Kawaguchi,1975.08.15,yoshikatsukawaguchi
2006,Japan,Teruyuki Moniwa,1981.09.08,teruyukimoniwa
2006,Japan,Yūichi Komano,1981.07.25,yuichikomano
2006,Japan,Tsuneyasu Miyamoto,1977.02.07,tsuneyasumiyamoto
2006,Japan,Kōji Nakata,1979.07.09,kojinakata
2006,Japan,Alessandro Santos,1977.07.20,alessandrosantos
2006,Japan,Keisuke Tsuboi,1979.09.16,keisuketsuboi
2006,Japan,Akira Kaji,1980.01.13,akirakaji
2006,Japan,Yuji Nakazawa,1978.02.25,yujinakazawa
2006,Japan,Yasuhito Endō,1980.01.28,yasuhitoendo
2006,Japan,Hidetoshi Nakata,1977.01.22,hidetoshinakata
2006,Japan,Mitsuo Ogasawara,1979.04.05,mitsuoogasawara
2006,Japan,Shunsuke Nakamura,1978.06.24,shunsukenakamura
2006,Japan,Takashi Fukunishi,1976.09.01,takashifukunishi
2006,Japan,Junichi Inamoto,1979.09.18,junichiinamoto
2006,Japan,Shinji Ono,1979.09.27,onoshinji
2006,Japan,Naohiro Takahara,1979.06.04,naohirotakahara
2006,Japan,Seiichiro Maki,1980.08.07,seiichiromaki
2006,Japan,Atsushi Yanagisawa,1977.05.27,atsushiyanagisawa
2006,Japan,Masashi Oguro,1980.05.04,masashioguro
2006,Japan,Keiji Tamada,1980.04.11,keijitamada
2006,France,Mickaël Landreau,1979.05.14,mickaellandreau
2006,France,Fabien Barthez,1971.06.28,fabienbarthez
2006,France,Grégory Coupet,1972.12.31,gregorycoupet
2006,France,Jean-Alain Boumsong,1979.12.14,jeanalainboumsong
2006,France,Eric Abidal,1979.09.11,ericabidal
2006,France,William Gallas,1977.08.17,williamgallas
2006,France,Mikaël Silvestre,1977.08.09,mikaelsilvestre
2006,France,Lilian Thuram,1972.01.01,lilianthuram
2006,France,Gaël Givet,1981.10.09,gaelgivet
2006,France,Willy Sagnol,1977.03.18,willysagnol
2006,France,Pascal Chimbonda,1979.02.21,pascalchimbonda
2006,France,Patrick Vieira,1976.06.23,patrickvieira
2006,France,Claude Makélélé,1973.02.18,claudemakelele
2006,France,Florent Malouda,1980.06.13,florentmalouda
2006,France,Vikash Dhorasoo,1973.10.10,vikashdhorasoo
2006,France,Zinedine Zidane,1972.06.23,zinedinezidane
2006,France,Alou Diarra,1981.07.15,aloudiarra
2006,France,Franck Ribéry,1983.04.07,franckribery
2006,France,Sidney Govou,1979.07.27,sidneygovou
2006,France,Sylvain Wiltord,1974.05.10,sylvainwiltord
2006,France,Thierry Henry,1977.08.17,thierryhenry
2006,France,Louis Saha,1978.08.08,louissaha
2006,France,David Trezeguet,1977.10.15,davidtrezeguet
2006,Switzerland,Pascal Zuberbühler,1971.01.08,pascalzuberbuhler
2006,Switzerland,Diego Benaglio,1983.09.08,diegobenaglio
2006,Switzerland,Fabio Coltorti,1980.12.03,fabiocoltorti
2006,Switzerland,Johan Djourou,1987.01.18,johandjourou
2006,Switzerland,Ludovic Magnin,1979.04.20,ludovicmagnin
2006,Switzerland,Philippe Senderos,1985.02.14,philippesenderos
2006,Switzerland,Raphaël Wicky,1977.04.26,raphaelwicky
2006,Switzerland,Stéphane Grichting,1979.03.30,stephanegrichting
2006,Switzerland,Christoph Spycher,1978.03.30,christophspycher
2006,Switzerland,Patrick Müller,1976.12.17,patrickmuller
2006,Switzerland,Philipp Degen,1983.02.15,philippdegen
2006,Switzerland,Xavier Margairaz,1984.01.17,xaviermargairaz
2006,Switzerland,Johann Vogel,1977.03.08,johannvogel
2006,Switzerland,Ricardo Cabanas,1979.01.17,ricardocabanas
2006,Switzerland,David Degen,1983.02.15,daviddegen
2006,Switzerland,Blerim Džemaili,1986.04.12,blerimdzemaili
2006,Switzerland,Tranquillo Barnetta,1985.05.22,tranquillobarnetta
2006,Switzerland,Valon Behrami,1985.04.19,valonbehrami
2006,Switzerland,Hakan Yakin,1977.02.22,hakanyakin
2006,Switzerland,Alexander Frei,1979.07.15,alexanderfrei
2006,Switzerland,Daniel Gygax,1981.08.28,danielgygax
2006,Switzerland,Marco Streller,1981.06.18,marcostreller
2006,Switzerland,Mauro Lustrinelli,1976.02.26,maurolustrinelli
2006,South Korea,Lee Woon-jae,1973.04.26,leewoonjae
2006,South Korea,Kim Yong-dae,1979.10.11,kimyongdae
2006,South Korea,Kim Young-kwang,1983.06.28,kimyoungkwang
2006,South Korea,Kim Young-chul,1976.06.30,kimyoungchul
2006,South Korea,Kim Dong-jin,1982.01.28,kimdongjin
2006,South Korea,Choi Jin-cheul,1971.03.26,choijincheul
2006,South Korea,Kim Jin-kyu,1985.02.16,kimjinkyu
2006,South Korea,Lee Young-pyo,1977.04.23,leeyoungpyo
2006,South Korea,Kim Sang-sik,1976.12.17,kimsangsik
2006,South Korea,Song Chong-gug,1979.02.20,songchonggug
2006,South Korea,Cho Won-hee,1983.04.17,chowonhee
2006,South Korea,Kim Nam-il,1977.03.14,kimnamil
2006,South Korea,Park Ji-sung,1981.02.25,parkjisung
2006,South Korea,Kim Do-hyeon,1982.07.14,kimdohyeon
2006,South Korea,Lee Eul-yong,1975.09.08,leeeulyong
2006,South Korea,Baek Ji-hoon,1985.02.28,baekjihoon
2006,South Korea,Lee Ho,1984.10.22,leeho
2006,South Korea,Ahn Jung-hwan,1976.01.27,ahnjunghwan
2006,South Korea,Park Chu-young,1985.07.10,parkchuyoung
2006,South Korea,Seol Ki-hyeon,1979.01.08,seolkihyeon
2006,South Korea,Lee Chun-soo,1981.07.09,leechunsoo
2006,South Korea,Chung Kyung-ho,1980.05.22,chungkyungho
2006,South Korea,Cho Jae-jin,1981.07.09,chojaejin
2006,Togo,Ouro-Nimini Tchagnirou,1977.12.31,ouroniminitchagnirou
2006,Togo,Kossi Agassa,1978.07.02,kossiagassa
2006,Togo,Kodjovi Obilalé,1984.10.08,kodjoviobilale
2006,Togo,Daré Nibombé,1980.06.16,darenibombe
2006,Togo,Jean-Paul Abalo,1975.06.26,jeanpaulabalo
2006,Togo,Massamasso Tchangai,1978.08.08,massamassotchangai
2006,Togo,Eric Akoto,1980.07.20,ericakoto
2006,Togo,Richmond Forson,1980.05.23,richmondforson
2006,Togo,Ludovic Assemoassa,1980.09.18,ludovicassemoassa
2006,Togo,Assimiou Touré,1988.01.01,assimioutoure
2006,Togo,Yao Aziawonou,1979.11.30,yaoaziawonou
2006,Togo,Kuami Agboh,1977.12.28,kuamiagboh
2006,Togo,Thomas Dossevi,1979.03.06,thomasdossevi
2006,Togo,Chérif Touré Mamam,1978.01.13,cheriftouremamam
2006,Togo,Adékambi Olufadé,1980.01.07,adekambiolufade
2006,Togo,Alaixys Romao,1984.01.18,alaixysromao
2006,Togo,Yao Junior Sènaya,1984.04.19,yaojuniorsenaya
2006,Togo,Franck Atsou,1978.08.01,franckatsou
2006,Togo,Emmanuel Adebayor,1984.02.26,emmanueladebayor
2006,Togo,Moustapha Salifou,1983.06.01,moustaphasalifou
2006,Togo,Robert Malm,1973.08.21,robertmalm
2006,Togo,Mohamed Kader,1979.04.08,mohamedkader
2006,Togo,Affo Erassa,1983.02.19,affoerassa
2006,Spain,Iker Casillas,1981.05.20,ikercasillas
2006,Spain,Santiago Cañizares,1969.12.18,santiagocanizares
2006,Spain,Pepe Reina,1982.08.31,pepereina
2006,Spain,Míchel Salgado,1975.10.22,michelsalgado
2006,Spain,Mariano Pernía,1977.05.04,marianopernia
2006,Spain,Carlos Marchena,1979.07.31,carlosmarchena
2006,Spain,Carles Puyol,1978.04.13,carlespuyol
2006,Spain,Antonio López,1981.09.13,antoniolopez
2006,Spain,Sergio Ramos,1986.03.30,sergioramos
2006,Spain,Juanito,1976.07.23,juanito
2006,Spain,Pablo Ibáñez,1981.08.03,pabloibanez
2006,Spain,David Albelda,1977.09.01,davidalbelda
2006,Spain,Xavi Hernández,1980.01.25,xavihernandez
2006,Spain,José Antonio Reyes,1983.09.01,joseantonioreyes
2006,Spain,Luis García,1978.06.24,luisgarcia
2006,Spain,Andrés Iniesta,1984.05.11,andresiniesta
2006,Spain,Xabi Alonso,1981.11.25,xabialonso
2006,Spain,Marcos Senna,1976.07.17,marcossenna
2006,Spain,Joaquín,1981.07.21,joaquin
2006,Spain,Cesc Fàbregas,1987.05.04,cescfabregas
2006,Spain,Raúl González,1977.07.27,raulgonzalez
2006,Spain,Fernando Torres,1984.03.20,fernandotorres
2006,Spain,David Villa,1981.12.03,davidvilla
2006,Ukraine,Oleksandr Shovkovskyi,1975.01.02,oleksandrshovkovskyi
2006,Ukraine,Andriy Pyatov,1984.01.28,andriypyatov
2006,Ukraine,Bohdan Shust,1986.03.04,bohdanshust
2006,Ukraine,Andriy Nesmachniy,1979.02.28,andriynesmachniy
2006,Ukraine,Oleksandr Yatsenko,1985.02.24,oleksandryatsenko
2006,Ukraine,Volodymyr Yezerskiy,1976.11.15,volodymyryezerskiy
2006,Ukraine,Andriy Rusol,1983.01.16,andriyrusol
2006,Ukraine,Dmytro Chyhrynskyi,1986.11.07,dmytrochyhrynskyi
2006,Ukraine,Vladyslav Vashchuk,1975.01.02,vladyslavvashchuk
2006,Ukraine,Vyacheslav Sviderskyi,1979.01.01,vyacheslavsviderskyi
2006,Ukraine,Anatoliy Tymoshchuk,1979.03.30,anatoliytymoshchuk
2006,Ukraine,Oleh Shelayev,1976.11.05,olehshelayev
2006,Ukraine,Oleh Husyev,1983.04.25,olehhusyev
2006,Ukraine,Andriy Husin,1972.12.11,andriyhusin
2006,Ukraine,Serhiy Nazarenko,1980.02.16,serhiynazarenko
2006,Ukraine,Maksym Kalynychenko,1979.01.26,maksymkalynychenko
2006,Ukraine,Ruslan Rotan,1981.10.29,ruslanrotan
2006,Ukraine,Andriy Shevchenko,1976.09.29,andriyshevchenko
2006,Ukraine,Andriy Voronin,1979.07.21,andriyvoronin
2006,Ukraine,Serhiy Rebrov,1974.06.03,serhiyrebrov
2006,Ukraine,Artem Milevskyi,1985.01.12,artemmilevskyi
2006,Ukraine,Andriy Vorobey,1978.11.29,andriyvorobey
2006,Ukraine,Oleksiy Byelik,1981.02.15,oleksiybyelik
2006,Tunisia,Ali Boumnijel,1966.04.13,aliboumnijel
2006,Tunisia,Adel Nefzi,1974.03.16,adelnefzi
2006,Tunisia,Hamdi Kasraoui,1983.01.18,hamdikasraoui
2006,Tunisia,Karim Essediri,1979.07.29,karimessediri
2006,Tunisia,Karim Haggui,1984.01.21,karimhaggui
2006,Tunisia,Alaeddine Yahia,1981.09.26,alaeddineyahia
2006,Tunisia,Hatem Trabelsi,1977.01.25,hatemtrabelsi
2006,Tunisia,Radhi Jaïdi,1975.08.30,radhijaidi
2006,Tunisia,David Jemmali,1974.12.13,davidjemmali
2006,Tunisia,Anis Ayari,1982.02.16,anisayari
2006,Tunisia,Karim Saidi,1983.03.24,karimsaidi
2006,Tunisia,Mehdi Nafti,1978.11.28,mehdinafti
2006,Tunisia,Kaies Ghodhbane,1976.01.07,kaiesghodhbane
