,년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
562,2002,에콰도르,MF,5,알폰소 오브레곤,Alfonso Obregón,1972.05.12,LDU 키토
563,2002,에콰도르,MF,8,루이스 고메스,Luis Gómez,1972.04.20,바르셀로나 SC
564,2002,에콰도르,MF,10,알렉스 아기나가,Álex Aguinaga,1968.07.09,클루브 네카사
565,2002,에콰도르,MF,14,후안 카를로스 부르바노,Juan Carlos Burbano,1969.02.15,CD 엘 나시오날
566,2002,에콰도르,MF,16,클레베르 찰라,Cléber Chalá,1971.06.29,CD 엘 나시오날
567,2002,에콰도르,MF,20,에드윈 테노리오,Edwin Tenorio,1976.06.16,바르셀로나 SC
568,2002,에콰도르,MF,21,웰링톤 산체스,Wellington Sánchez,1974.06.19,CS 에멜레크
569,2002,에콰도르,FW,7,니콜라스 아센시오,Nicolás Asencio,1975.04.26,바르셀로나 SC
570,2002,에콰도르,FW,9,이반 카비에데스,Iván Kaviedes,1977.10.24,바르셀로나 SC
571,2002,에콰도르,FW,11,아구스틴 델가도,Agustín Delgado,1974.12.23,사우스햄튼 FC
572,2002,에콰도르,FW,13,앙헬 페르난데스,Ángel Fernández,1971.08.02,CD 엘 나시오날
573,2002,에콰도르,FW,18,카를로스 테노리오,Carlos Tenorio,1979.05.14,LDU 키토
574,2002,에콰도르,FW,19,에디손 멘데스,Édison Méndez,1979.03.16,데포르티보 키토
575,2002,크로아티아,GK,1,스티페 플레티코사,Stipe Pletikosa,1979.01.08,HNK 하이두크 스플리트
576,2002,크로아티아,GK,12,토미슬라프 부티나,Tomislav Butina,1974.03.30,GNK 디나모 자그레브
577,2002,크로아티아,GK,23,블라디미르 바실리,Vladimir Vasilj,1975.07.06,NK 자그레브
578,2002,크로아티아,DF,2,안토니 세리치,Anthony Šerić,1979.01.15,엘라스 베로나 FC
579,2002,크로아티아,DF,3,요시프 시무니치,Josip Šimunić,1978.02.18,헤르타 BSC
580,2002,크로아티아,DF,4,스티예판 토마스,Stjepan Tomas,1976.03.06,비첸자 칼초
581,2002,크로아티아,DF,6,보리스 지브코비치,Boris Živković,1975.11.15,바이어 04 레버쿠젠
582,2002,크로아티아,DF,15,다니엘 샤리치,Daniel Šarić,1972.08.04,파나티나이코스 FC
583,2002,크로아티아,DF,17,로베르트 야르니,Robert Jarni,1968.10.26,파나티나이코스 FC
584,2002,크로아티아,DF,20,다리오 시미치,Dario Šimić,1975.11.12,FC 인테르나치오날레 밀라노
585,2002,크로아티아,DF,21,로베르트 코바치,Robert Kovač,1974.04.06,FC 바이에른 뮌헨
586,2002,크로아티아,MF,5,밀란 라파이치,Milan Rapaić,1973.08.16,페네르바흐체 SK
587,2002,크로아티아,MF,8,로베르트 프로시네츠키,Robert Prosinečki,1969.01.12,포츠머스 FC
588,2002,크로아티아,MF,10,니코 코바치,Niko Kovač,1971.10.15,FC 바이에른 뮌헨
589,2002,크로아티아,MF,13,마리오 스타니치,Mario Stanić,1972.04.10,첼시 FC
590,2002,크로아티아,MF,14,즈보니미르 솔도,Zvonimir Soldo,1967.11.02,VfB 슈투트가르트
591,2002,크로아티아,MF,16,유리차 브라네시,Jurica Vranješ,1980.01.31,바이어 04 레버쿠젠
592,2002,크로아티아,FW,7,다보르 부그리네츠,Davor Vugrinec,1975.03.24,US 레체
593,2002,크로아티아,FW,9,다보르 슈케르,Davor Šuker,1968.01.01,TSV 1860 뮌헨
594,2002,크로아티아,FW,11,알렌 복시치,Alen Bokšić,1970.01.21,미들즈브러 FC
595,2002,크로아티아,FW,18,이비차 올리치,Ivica Olić,1979.09.14,NK 자그레브
596,2002,크로아티아,FW,19,고란 블라오비치,Goran Vlaović,1972.08.07,파나티나이코스 FC
597,2002,크로아티아,FW,22,보슈코 발라반,Boško Balaban,1978.10.15,아스톤 빌라 FC
598,2002,멕시코,GK,1,오스카르 페레스,Óscar Pérez,1973.02.01,CD 크루스 아술
599,2002,멕시코,GK,12,오스왈도 산체스,Oswaldo Sánchez,1973.09.21,CD 과달라하라
600,2002,멕시코,GK,23,호르헤 캄포스,Jorge Campos,1966.10.15,푸마스 UNAM
601,2002,멕시코,DF,2,프란시스코 가브리엘 데 안다,Francisco Gabriel de Anda,1971.06.05,CF 파추카
602,2002,멕시코,DF,5,마누엘 비드리오,Manuel Vidrio,1972.08.23,CF 파추카
603,2002,멕시코,DF,16,살바도르 카르모나,Salvador Carmona,1975.08.22,데포르티보 톨루카
604,2002,멕시코,DF,20,멜빈 브라운,Melvin Brown,1979.01.28,CD 크루스 아술
605,2002,멕시코,DF,22,알베르토 로드리게스,Alberto Rodríguez,1974.04.01,CF 파추카
606,2002,멕시코,MF,3,라파엘 가르시아,Rafael García,1974.08.14,데포르티보 톨루카
607,2002,멕시코,MF,4,라파엘 마르케스,Rafael Márquez,1979.02.13,AS 모나코
608,2002,멕시코,MF,6,헤라르도 토라도,Gerardo Torrado,1979.04.30,세비야 FC
609,2002,멕시코,MF,7,라몬 모랄레스,Ramón Morales,1975.10.10,CD 과달라하라
610,2002,멕시코,MF,8,알베르토 가르시아 아스페,Alberto García Aspe,1967.05.11,클루브 푸에블라
611,2002,멕시코,MF,11,브라울리오 루나,Braulio Luna,1974.09.08,클루브 네카사
612,2002,멕시코,MF,13,시히프레도 메르카도,Sigifredo Mercado,1968.12.21,클루브 아틀라스
613,2002,멕시코,MF,14,헤르만 비야,Germán Villa,1973.04.02,클루브 아메리카
614,2002,멕시코,MF,18,요한 로드리게스,Johan Rodríguez,1975.08.15,산토스 라구나
615,2002,멕시코,MF,19,가브리엘 카바예로,Gabriel Caballero,1971.02.05,CF 파추카
616,2002,멕시코,FW,9,하레드 보르헤티,Jared Borgetti,1973.04.14,산토스 라구나
617,2002,멕시코,FW,10,콰우테모크 블랑코,Cuauhtémoc Blanco,1973.01.17,레알 바야돌리드 CF
618,2002,멕시코,FW,15,루이스 에르난데스,Luis Hernández,1968.12.22,클루브 아메리카
619,2002,멕시코,FW,17,프란시스코 팔렌시아,Francisco Palencia,1973.04.28,RCD 에스파뇰
620,2002,멕시코,FW,21,헤수스 아레야노,Jesús Arellano,1973.05.08,CF 몬테레이
621,2002,일본,GK,1,가와구치 요시카쓰,Yoshikatsu Kawaguchi,1975.08.15,포츠머스 FC
622,2002,일본,GK,12,나라자키 세이고,Seigo Narazaki,1976.04.15,나고야 그램퍼스
623,2002,일본,GK,23,소가하타 히토시,Hitoshi Sogahata,1979.08.02,가시마 앤틀러스
624,2002,일본,DF,2,아키타 유타카,Yutaka Akita,1970.08.06,가시마 앤틀러스
625,2002,일본,DF,3,마쓰다 나오키,Naoki Matsuda,1977.03.14,요코하마 F. 마리노스
626,2002,일본,DF,4,모리오카 류조,Ryuzo Morioka,1975.10.07,시미즈 S펄스
627,2002,일본,DF,6,핫토리 토시히로,Toshihiro Hattori,1973.09.23,주빌로 이와타
628,2002,일본,DF,16,나카타 고지,Koji Nakata,1979.07.09,가시마 앤틀러스
629,2002,일본,DF,17,미야모토 츠네야스,Tsuneyasu Miyamoto,1977.02.07,감바 오사카
630,2002,일본,MF,5,이나모토 준이치,Junichi Inamoto,1979.09.18,아스날 FC
631,2002,일본,MF,7,나카타 히데토시,Hidetoshi Nakata,1977.01.22,파르마 AC
632,2002,일본,MF,8,모리시마 히로아키,Hiroaki Morishima,1972.04.30,세레소 오사카
633,2002,일본,MF,14,산토스 알레산드로,Alex,1977.07.20,시미즈 S펄스
634,2002,일본,MF,15,후쿠니시 타카시,Takashi Fukunishi,1976.09.01,주빌로 이와타
635,2002,일본,MF,18,오노 신지,Shinji Ono,1979.09.27,페예노르트 로테르담
636,2002,일본,MF,19,오가사와라 미츠오,Mitsuo Ogasawara,1979.04.05,가시마 앤틀러스
637,2002,일본,MF,20,묘진 토모카즈,Tomokazu Myojin,1978.01.24,가시와 레이솔
638,2002,일본,MF,21,토다 카즈유키,Kazuyuki Toda,1977.12.30,시미즈 S펄스
639,2002,일본,MF,22,이치카와 다이스케,Daisuke Ichikawa,1980.05.14,시미즈 S펄스
640,2002,일본,FW,9,니시자와 아키노리,Akinori Nishizawa,1976.06.18,세레소 오사카
641,2002,일본,FW,10,나카야마 마사시,Masashi Nakayama,1967.09.23,주빌로 이와타
642,2002,일본,FW,11,스즈키 타카유키,Takayuki Suzuki,1976.06.05,가시마 앤틀러스
643,2002,일본,FW,13,야나기사와 아쓰시,Atsushi Yanagisawa,1977.05.27,가시마 앤틀러스
644,2002,벨기에,GK,1,헤르트 더플리허,Geert De Vlieger,1971.10.16,빌럼 II
645,2002,벨기에,GK,13,프랭키 판던드리스허,Franky Vandendriessche,1971.04.07,로얄 엑셀 무스크롱
646,2002,벨기에,GK,23,프레데릭 헤르포얼,Frédéric Herpoel,1974.08.16,KAA 헨트
647,2002,벨기에,DF,2,에릭 드플랑드르,Eric Deflandre,1973.08.02,올랭피크 리옹
648,2002,벨기에,DF,3,흘렌 더부크,Glen De Boeck,1971.08.22,RSC 안데를레흐트
649,2002,벨기에,DF,4,에릭 판메이르,Eric Van Meir,1968.02.28,스탕다르 리에주
650,2002,벨기에,DF,5,니코 판케르크호번,Nico Van Kerckhoven,1970.12.14,FC 샬케 04
651,2002,벨기에,DF,12,페터 판더르헤이던,Peter Van der Heyden,1976.07.16,클뤼프 브뤼허 KV
652,2002,벨기에,DF,15,재키 피터르스,Jacky Peeters,1969.12.13,KAA 헨트
653,2002,벨기에,DF,16,다니엘 반 바이텐,Daniel Van Buyten,1978.02.07,올랭피크 드 마르세유
654,2002,벨기에,MF,6,티미 시몬스,Timmy Simons,1976.12.11,클뤼프 브뤼허 KV
655,2002,벨기에,MF,8,바르트 호르,Bart Goor,1973.04.09,헤르타 BSC
656,2002,벨기에,MF,10,요앙 왈렁,Johan Walem,1972.02.01,스탕다르 리에주
657,2002,벨기에,MF,14,스벤 페르만트,Sven Vermant,1973.04.04,FC 샬케 04
658,2002,벨기에,MF,17,가에탕 엉글르베르,Gaëtan Englebert,1976.06.11,클뤼프 브뤼허 KV
659,2002,벨기에,MF,18,이프 반데르헤허,Yves Vanderhaeghe,1970.01.30,RSC 안데를레흐트
660,2002,벨기에,MF,19,베른트 튀스,Bernd Thijs,1978.06.28,KRC 헹크
661,2002,벨기에,MF,21,다니 보팽,Danny Boffin,1965.07.10,신트트라위던 VV
662,2002,벨기에,FW,7,마르크 빌모츠,Marc Wilmots,1969.02.22,FC 샬케 04
663,2002,벨기에,FW,9,베슬리 송크,Wesley Sonck,1978.08.09,KRC 헹크
664,2002,벨기에,FW,11,헤르트 페르헤연,Gert Verheyen,1970.09.20,클뤼프 브뤼허 KV
665,2002,벨기에,FW,20,브랑코 스트루파르,Branko Strupar,1970.02.09,더비 카운티 FC
666,2002,벨기에,FW,22,음보 음펜자,Mbo Mpenza,1976.12.04,로얄 엑셀 무스크롱
667,2002,러시아,GK,1,루슬란 니그마툴린,Ruslan Nigmatullin,1974.10.07,엘라스 베로나 FC
668,2002,러시아,GK,12,스타니슬라프 체르체소프,Stanislav Cherchesov,1963.09.02,FC 티롤 인스브루크
669,2002,러시아,GK,23,알렉산드르 필리모노프,Aleksandr Filimonov,1973.10.15,FC 우랄란 옐리스타
670,2002,러시아,DF,2,유리 코브툰,Yuri Kovtun,1970.01.05,FC 스파르타크 모스크바
671,2002,러시아,DF,3,유리 니키포로프,Yuri Nikiforov,1970.09.16,PSV 에인트호번
672,2002,러시아,DF,5,안드레이 솔로마틴,Andrei Solomatin,1975.09.09,PFC CSKA 모스크바
673,2002,러시아,DF,7,빅토르 오놉코,Viktor Onopko,1969.10.14,레알 오비에도
674,2002,러시아,DF,13,뱌체슬라프 다예프,Vyacheslav Dayev,1972.09.06,PFC CSKA 모스크바
675,2002,러시아,DF,14,이고르 추가이노프,Igor Chugainov,1970.04.06,FC 우랄란 옐리스타
676,2002,러시아,DF,18,드미트리 센니코프,Dmitri Sennikov,1976.06.24,FC 로코모티프 모스크바
677,2002,러시아,MF,4,알렉세이 스메르틴,Alexey Smertin,1975.05.01,FC 지롱댕 드 보르도
678,2002,러시아,MF,6,이고르 셈쇼프,Igor Semshov,1978.04.06,FC 토르페도 모스크바
679,2002,러시아,MF,8,발레리 카르핀,Valeri Karpin,1969.02.02,RC 셀타 데 비고
680,2002,러시아,MF,9,예고르 티토프,Yegor Titov,1976.05.29,FC 스파르타크 모스크바
681,2002,러시아,MF,10,알렉산드르 모스토보이,Aleksandr Mostovoi,1968.08.22,RC 셀타 데 비고
682,2002,러시아,MF,15,드미트리 알레니체프,Dmitri Alenichev,1972.10.20,FC 포르투
683,2002,러시아,MF,17,세르게이 세마크,Sergei Semak,1976.02.27,PFC CSKA 모스크바
684,2002,러시아,MF,20,마라트 이즈마일로프,Marat Izmailov,1982.09.21,FC 로코모티프 모스크바
685,2002,러시아,MF,21,드미트리 코흘로프,Dmitri Khokhlov,1975.12.22,레알 소시에다드
686,2002,러시아,FW,11,블라디미르 베스차스트니흐,Vladimir Beschastnykh,1974.04.01,FC 스파르타크 모스크바
687,2002,러시아,FW,16,알렉산드르 케르자코프,Aleksandr Kerzhakov,1982.11.27,FC 제니트 상트페테르부르크
688,2002,러시아,FW,19,루슬란 피메노프,Ruslan Pimenov,1981.11.25,FC 로코모티프 모스크바
689,2002,러시아,FW,22,드미트리 시체프,Dmitri Sychev,1983.10.26,FC 스파르타크 모스크바
690,2002,튀니지,GK,1,알리 붐니젤,Ali Boumnijel,1966.04.13,SC 바스티아
691,2002,튀니지,GK,16,하센 베자위,Hassen Bejaoui,1976.02.14,CA 비제르탱
692,2002,튀니지,GK,22,아메드 엘자우아치,Ahmed El-Jaouachi,1975.07.13,US 모나스티르
693,2002,튀니지,DF,2,칼레드 바드라,Khaled Badra,1973.04.08,에스페랑스 튀니스
694,2002,튀니지,DF,4,모하메드 음카세르,Mohamed Mkacher,1975.05.25,에투알 스포르티브 뒤 사엘
695,2002,튀니지,DF,6,하템 트라벨시,Hatem Trabelsi,1977.01.25,AFC 아약스
696,2002,튀니지,DF,12,라우프 부자이엔,Raouf Bouzaiene,1970.08.16,제노아 CFC
697,2002,튀니지,DF,14,함디 마르주키,Hamdi Marzouki,1977.01.23,클뢰브 아프리캥
698,2002,튀니지,DF,15,라디 자이디,Radhi Jaïdi,1975.08.30,에스페랑스 튀니스
699,2002,튀니지,DF,17,타렉 타베트,Tarek Thabet,1971.08.16,에스페랑스 튀니스
700,2002,튀니지,DF,19,에미르 음카데미,Emir Mkademi,1978.08.20,에투알 스포르티브 뒤 사엘
701,2002,튀니지,DF,23,주제 클레이통,José Clayton,1974.03.21,에스페랑스 튀니스
702,2002,튀니지,MF,3,주베이르 바야,Zoubeir Baya,1971.05.15,베식타스 JK
703,2002,튀니지,MF,8,하센 가브시,Hassen Gabsi,1974.02.23,제노아 CFC
704,2002,튀니지,MF,10,카이스 고드반,Kaies Ghodhbane,1976.01.07,에투알 스포르티브 뒤 사엘
705,2002,튀니지,MF,13,리아드 부아지지,Riadh Bouazizi,1973.04.08,부르사스포르
706,2002,튀니지,MF,18,셀림 베나슈르,Selim Benachour,1981.09.08,FC 마르티그
707,2002,튀니지,MF,21,무라드 멜키,Mourad Melki,1975.05.09,에스페랑스 튀니스
708,2002,튀니지,FW,5,지에드 자지리,Ziad Jaziri,1978.07.12,에투알 스포르티브 뒤 사엘
709,2002,튀니지,FW,7,이메드 메데비,Imed Mhedhebi,1976.03.23,제노아 CFC
710,2002,튀니지,FW,9,리아드 젤라시,Riadh Jelassi,1971.07.07,클뢰브 아프리캥
711,2002,튀니지,FW,11,아델 셀리미,Adel Sellimi,1972.11.16,SC 프라이부르크
712,2002,튀니지,FW,20,알리 지투니,Ali Zitouni,1981.01.11,에스페랑스 튀니스
713,2006,코스타리카,GK,1,알바로 메센,Álvaro Mesén,1972.12.24,CS 에레디아노
714,2006,코스타리카,GK,18,호세 프란시스코 포라스,José Francisco Porras,1970.11.08,데포르티보 사프리사
715,2006,코스타리카,GK,23,와르디 알파로,Wardy Alfaro,1977.12.31,LD 알라후엘렌세
716,2006,코스타리카,DF,2,헤르비스 드루몬드,Jervis Drummond,1976.09.08,데포르티보 사프리사
717,2006,코스타리카,DF,3,루이스 마린,Luis Marín,1974.08.10,LD 알라후엘렌세
718,2006,코스타리카,DF,4,마이클 우마냐,Michael Umaña,1982.07.16,브루하스 FC
719,2006,코스타리카,DF,5,질베르토 마르티네스,Gilberto Martínez,1979.10.01,브레시아 칼초
720,2006,코스타리카,DF,12,레오나르도 곤살레스,Leonardo González,1980.11.21,CS 에레디아노
721,2006,코스타리카,DF,15,하롤드 왈라스,Harold Wallace,1975.09.07,LD 알라후엘렌세
722,2006,코스타리카,DF,17,가브리엘 바디야,Gabriel Badilla,1984.06.30,데포르티보 사프리사
723,2006,코스타리카,DF,22,미카엘 로드리게스,Michael Rodríguez,1981.12.30,LD 알라후엘렌세
724,2006,코스타리카,MF,6,다니 폰세카,Danny Fonseca,1979.11.07,CS 카르타히네스
725,2006,코스타리카,MF,7,크리스티안 볼라뇨스,Christian Bolaños,1984.05.17,데포르티보 사프리사
726,2006,코스타리카,MF,8,마우리시오 솔리스,Mauricio Solís,1972.12.13,코무니카시오네스 FC
727,2006,코스타리카,MF,10,왈테르 센테노,Walter Centeno,1974.10.06,데포르티보 사프리사
728,2006,코스타리카,MF,14,랜달 아소페이파,Randall Azofeifa,1984.12.30,데포르티보 사프리사
729,2006,코스타리카,MF,16,카를로스 에르난데스,Carlos Hernández,1982.04.09,LD 알라후엘렌세
730,2006,코스타리카,MF,20,더글라스 세퀘이라,Douglas Sequeira,1977.08.23,레알 솔트레이크
731,2006,코스타리카,FW,9,파울로 완초페,Paulo Wanchope,1976.07.31,CS 에레디아노
732,2006,코스타리카,FW,11,로날드 고메스,Rónald Gómez,1975.01.24,데포르티보 사프리사
733,2006,코스타리카,FW,13,쿠르트 베르나르드,Kurt Bernard,1977.08.08,푼타레나스 FC
734,2006,코스타리카,FW,19,알바로 사보리오,Álvaro Saborío,1982.03.25,데포르티보 사프리사
735,2006,코스타리카,FW,21,빅토르 누녜스,Víctor Núñez,1980.04.15,CS 카르타히네스
736,2006,폴란드,GK,1,아르투르 보루츠,Artur Boruc,1980.02.20,셀틱 FC
737,2006,폴란드,GK,12,토마시 쿠슈차크,Tomasz Kuszczak,1982.02.23,웨스트 브롬위치 알비온
738,2006,폴란드,GK,22,우카시 파비안스키,Łukasz Fabiański,1985.04.18,레기아 바르샤바
739,2006,폴란드,DF,2,마리우시 욥,Mariusz Jop,1978.08.03,FC 모스크바
740,2006,폴란드,DF,3,세베린 간차르치크,Seweryn Gancarczyk,1981.11.22,FC 메탈리스트 하르키우
741,2006,폴란드,DF,4,마르친 바슈친스키,Marcin Baszczyński,1977.06.07,비스와 크라쿠프
742,2006,폴란드,DF,6,야체크 봉크,Jacek Bąk,1973.03.24,알 라이얀 SC
743,2006,폴란드,DF,14,미하우 제브와코프,Michał Żewłakow,1976.04.22,RSC 안데를레흐트
744,2006,폴란드,DF,18,마리우시 레반도프스키,Mariusz Lewandowski,1979.05.18,FC 샤흐타르 도네츠크
745,2006,폴란드,DF,19,바르토시 보사츠키,Bartosz Bosacki,1975.12.20,레흐 포즈난
746,2006,폴란드,MF,5,카밀 코소우스키,Kamil Kosowski,1977.08.30,1. FC 카이저슬라우테른
747,2006,폴란드,MF,7,라도스와프 소볼레프스키,Radosław Sobolewski,1976.12.13,비스와 크라쿠프
748,2006,폴란드,MF,8,야첵 크지노베크,Jacek Krzynówek,1976.05.15,바이어 04 레버쿠젠
749,2006,폴란드,MF,10,미로스와프 침코비아크,Mirosław Szymkowiak,1976.11.12,트라브존스포르
750,2006,폴란드,MF,13,세바스티안 밀라,Sebastian Mila,1982.07.10,FK 아우스트리아 빈
751,2006,폴란드,MF,16,아르카디우시 라돔스키,Arkadiusz Radomski,1977.06.27,FK 아우스트리아 빈
752,2006,폴란드,MF,17,다리우시 두드카,Dariusz Dudka,1983.12.09,비스와 크라쿠프
753,2006,폴란드,MF,20,피오트르 기자,Piotr Giza,1980.02.28,KS 크라코비아
754,2006,폴란드,FW,9,마치에이 주라프스키,Maciej Żurawski,1976.09.12,셀틱 FC
755,2006,폴란드,FW,11,그제고시 라시아크,Grzegorz Rasiak,1979.01.12,토트넘 홋스퍼 FC
756,2006,폴란드,FW,15,에우제비우시 스몰라레크,Euzebiusz Smolarek,1981.01.09,보루시아 도르트문트
757,2006,폴란드,FW,21,이레네우시 옐렌,Ireneusz Jeleń,1981.04.09,비스와 프워츠크
758,2006,폴란드,FW,23,파베우 브로제크,Paweł Brożek,1983.04.21,비스와 크라쿠프
759,2006,에콰도르,GK,1,에드윈 비야푸에르테,Edwin Villafuerte,1979.03.12,데포르티보 키토
760,2006,에콰도르,GK,12,크리스티안 모라,Cristian Mora,1979.08.26,LDU 키토
761,2006,에콰도르,GK,22,다미안 란사,Damián Lanza,1982.04.10,SD 아우카스
762,2006,에콰도르,DF,2,호르헤 구아구아,Jorge Guagua,1981.09.28,CD 엘 나시오날
763,2006,에콰도르,DF,3,이반 우르타도,Iván Hurtado,1974.08.16,알 아라비 SC
764,2006,에콰도르,DF,4,울리세스 데라크루스,Ulises de la Cruz,1974.02.08,아스톤 빌라 FC
765,2006,에콰도르,DF,5,호르헤 루이스 펠라사,José Luis Perlaza,1981.10.06,CCD 올메도
766,2006,에콰도르,DF,13,파울 암브로시,Paúl Ambrosi,1980.10.14,LDU 키토
767,2006,에콰도르,DF,17,히오반니 에스피노사,Giovanny Espinoza,1977.04.12,LDU 키토
768,2006,에콰도르,DF,18,네이세르 레아스코,Néicer Reasco,1977.07.23,LDU 키토
769,2006,에콰도르,MF,6,파트리시오 우루티아,Patricio Urrutia,1978.10.15,LDU 키토
770,2006,에콰도르,MF,7,크리스티안 라라,Christian Lara,1980.04.27,CD 엘 나시오날
771,2006,에콰도르,MF,8,에디손 멘데스,Edison Méndez,1979.03.16,LDU 키토
772,2006,에콰도르,MF,14,세군도 카스티요,Segundo Castillo,1982.05.15,CD 엘 나시오날
773,2006,에콰도르,MF,15,마를론 아요비,Marlon Ayoví,1971.09.27,데포르티보 키토
774,2006,에콰도르,MF,16,안토니오 발렌시아,Antonio Valencia,1985.08.04,RC 레크레아티보
775,2006,에콰도르,MF,19,루이스 사리타마,Luis Saritama,1983.10.20,데포르티보 키토
776,2006,에콰도르,MF,20,에드윈 테노리오,Edwin Tenorio,1976.07.16,바르셀로나 SC
777,2006,에콰도르,FW,9,펠릭스 보르하,Félix Borja,1983.04.02,CD 엘 나시오날
778,2006,에콰도르,FW,10,이반 카비에데스,Iván Kaviedes,1977.10.24,AA 아르헨티노스 주니어스
779,2006,에콰도르,FW,11,아구스틴 델가도,Agustín Delgado,1974.12.23,LDU 키토
780,2006,에콰도르,FW,21,카를로스 테노리오,Carlos Tenorio,1979.05.14,알 사드 SC
781,2006,에콰도르,FW,23,크리스티안 베니테스,Christian Benítez,1986.05.01,엘 나시오날
782,2006,잉글랜드,GK,1,폴 로빈슨,Paul Robinson,1979.10.15,토트넘 홋스퍼 FC
783,2006,잉글랜드,GK,13,데이비드 제임스,David James,1970.08.01,맨체스터 시티 FC
784,2006,잉글랜드,GK,22,스콧 카슨,Scott Carson,1985.09.03,리버풀 FC
785,2006,잉글랜드,DF,2,게리 네빌,Gary Neville,1975.02.18,맨체스터 유나이티드 FC
786,2006,잉글랜드,DF,3,애슐리 콜,Ashley Cole,1980.12.20,아스날 FC
787,2006,잉글랜드,DF,5,리오 퍼디난드,Rio Ferdinand,1978.11.07,맨체스터 유나이티드 FC
788,2006,잉글랜드,DF,6,존 테리,John Terry,1980.12.07,첼시 FC
789,2006,잉글랜드,DF,12,솔 캠벨,Sol Campbell,1974.09.18,아스날 FC
790,2006,잉글랜드,DF,14,웨인 브릿지,Wayne Bridge,1980.08.05,첼시 FC
791,2006,잉글랜드,DF,15,제이미 캐러거,Jamie Carragher,1978.01.28,리버풀 FC
792,2006,잉글랜드,MF,4,스티븐 제라드,Steven Gerrard,1980.05.30,리버풀 FC
793,2006,잉글랜드,MF,7,데이비드 베컴,David Beckham,1975.05.02,레알 마드리드 CF
794,2006,잉글랜드,MF,8,프랭크 램파드,Frank Lampard,1978.06.20,첼시 FC
795,2006,잉글랜드,MF,11,조 콜,Joe Cole,1981.11.08,첼시 FC
796,2006,잉글랜드,MF,16,오언 하그리브스,Owen Hargreaves,1981.01.20,FC 바이에른 뮌헨
797,2006,잉글랜드,MF,17,저메인 제나스,Jermaine Jenas,1983.02.18,토트넘 홋스퍼 FC
798,2006,잉글랜드,MF,18,마이클 캐릭,Michael Carrick,1981.07.28,토트넘 홋스퍼 FC
799,2006,잉글랜드,MF,19,아론 레넌,Aaron Lennon,1987.04.16,토트넘 홋스퍼 FC
800,2006,잉글랜드,MF,20,스튜어트 다우닝,Stewart Downing,1984.07.22,미들즈브러 FC
801,2006,잉글랜드,FW,9,웨인 루니,Wayne Rooney,1985.10.24,맨체스터 유나이티드 FC
802,2006,잉글랜드,FW,10,마이클 오언,Michael Owen,1979.12.14,뉴캐슬 유나이티드 FC
803,2006,잉글랜드,FW,21,피터 크라우치,Peter Crouch,1981.01.30,리버풀 FC
804,2006,잉글랜드,FW,23,시오 월콧,Theo Walcott,1989.03.16,아스날 FC
805,2006,파라과이,GK,1,후스토 비야르,Justo Villar,1977.06.30,뉴웰스 올드 보이스
806,2006,파라과이,GK,12,데를리스 고메스,Derlis Gómez,1972.11.02,클루브 스포르티보 루케뇨
807,2006,파라과이,GK,22,알도 보바디야,Aldo Bobadilla,1976.04.20,클루브 리베르타드
808,2006,파라과이,DF,2,호르헤 누녜스,Jorge Núñez,1978.01.22,에스투디안테스 데 라플라타
809,2006,파라과이,DF,3,델리오 톨레도,Delio Toledo,1976.10.02,레알 사라고사
810,2006,파라과이,DF,4,카를로스 가마라,Carlos Gamarra,1971.02.17,SE 파우메이라스
811,2006,파라과이,DF,5,훌리오 세자르 카세레스,Julio César Cáceres,1979.10.05,CA 리버 플레이트
812,2006,파라과이,DF,14,파울로 다실바,Paulo da Silva,1980.02.01,CF 톨루카
813,2006,파라과이,DF,15,훌리오 세자르 만수르,Julio César Manzur,1981.01.22,산투스 FC
814,2006,파라과이,DF,21,데니스 카니사,Denis Caniza,1974.08.29,CD 크루스 아술
815,2006,파라과이,MF,6,카를로스 보네트,Carlos Bonet,1977.10.02,클루브 리베르타드
816,2006,파라과이,MF,8,에드가 바레토,Édgar Barreto,1984.07.15,NEC 네이메헌
817,2006,파라과이,MF,10,로베르토 아쿠냐,Roberto Acuña,1972.03.25,데포르티보 라 코루냐
818,2006,파라과이,MF,11,디에고 가빌란,Diego Gavilán,1980.03.01,CA 뉴웰스 올드 보이스
819,2006,파라과이,MF,13,카를로스 파레데스,Carlos Paredes,1976.07.16,LFA 레조칼라브리아
820,2006,파라과이,MF,16,크리스티안 리베로스,Cristian Riveros,1982.10.16,클루브 리베르타드
821,2006,파라과이,MF,17,호세 몬티엘,José Montiel,1988.03.19,클루브 올림피아
822,2006,파라과이,MF,19,훌리오 도스 산토스,Julio dos Santos,1983.05.07,FC 바이에른 뮌헨
823,2006,파라과이,FW,7,살바도르 카바냐스,Salvador Cabañas,1980.08.05,치아파스 FC
824,2006,파라과이,FW,9,로케 산타크루즈,Roque Santa Cruz,1981.08.16,FC 바이에른 뮌헨
825,2006,파라과이,FW,18,넬손 발데스,Nelson Haedo Valdez,1983.11.28,SV 베르더 브레멘
826,2006,파라과이,FW,20,단테 로페스,Dante López,1983.08.16,제노아 CFC
827,2006,파라과이,FW,23,넬손 쿠에바스,Nelson Cuevas,1980.01.10,CF 파추카
828,2006,토바고,GK,1,샤카 히슬롭,Shaka Hislop,1969.02.22,웨스트햄 유나이티드 FC
