Year,Nation,Eng_Nation,Q_WR,Q_GR,F_Rank,F_Point,F_Rd,F_Pd
2005,스웨덴,Sweden,0.5,14,10.0,740.0,12.0,54.0
2005,스위스,Switzerland,0.5454545454545454,8,38.0,643.0,11.0,74.0
2005,튀니지,Tunisia,0.6666666666666666,16,23.0,687.0,13.0,56.0
2005,미국,United States,0.65,21,7.0,768.0,3.0,51.0
2005,우루과이,Uruguay,0.25,-3,25.0,680.0,-6.0,-13.0
2006,알제리,Algeria,0.3333333333333333,-1,83.0,388.0,0.0,-131.0
2006,앙골라,Angola,0.3529411764705882,3,52.0,550.0,13.0,-12.0
2006,아르헨티나,Argentina,0.4444444444444444,5,3.0,1492.0,0.0,714.0
2006,호주,Australia,0.4615384615384615,6,38.0,727.0,12.0,134.0
2006,벨기에,Belgium,0.4444444444444444,5,50.0,572.0,-3.0,-36.0
2006,브라질,Brazil,0.8333333333333334,20,1.0,1574.0,0.0,735.0
2006,카메룬,Cameroon,0.625,11,12.0,1062.0,10.0,374.0
2006,캐나다,Canada,0.4,1,71.0,433.0,13.0,-83.0
2006,칠레,Chile,0.6666666666666666,7,45.0,637.0,31.0,99.0
2006,콜롬비아,Colombia,0.4285714285714285,1,20.0,867.0,6.0,190.0
2006,코스타리카,Costa Rica,0.1,-15,53.0,536.0,-34.0,-164.0
2006,크로아티아,Croatia,0.4666666666666667,15,24.0,825.0,0.0,139.0
2006,체코,Czech Republic,0.5384615384615384,14,7.0,1312.0,-3.0,535.0
2006,덴마크,Denmark,0.5555555555555556,10,16.0,940.0,-2.0,219.0
2006,에콰도르,Ecuador,0.25,-2,30.0,785.0,3.0,127.0
2006,이집트,Egypt,0.5384615384615384,10,27.0,814.0,4.0,152.0
2006,잉글랜드,England,0.6428571428571429,21,4.0,1477.0,7.0,739.0
2006,프랑스,France,0.7058823529411765,21,2.0,1534.0,4.0,764.0
2006,독일,Germany,0.7222222222222222,40,8.0,1291.0,7.0,573.0
2006,가나,Ghana,0.4705882352941176,3,23.0,830.0,39.0,264.0
2006,그리스,Greece,0.5,3,22.0,833.0,-2.0,134.0
2006,온두라스,Honduras,0.6666666666666666,4,81.0,395.0,-38.0,-225.0
2006,이란,Iran,0.4615384615384615,9,43.0,658.0,-25.0,-44.0
2006,이탈리아,Italy,0.5,13,5.0,1474.0,8.0,749.0
2006,코트디부아르,Ivory Coast,0.4705882352941176,9,19.0,879.0,31.0,286.0
2006,일본,Japan,0.4736842105263157,11,47.0,594.0,-31.0,-122.0
2006,멕시코,Mexico,0.5,2,17.0,891.0,-12.0,120.0
2006,모로코,Morocco,0.4545454545454545,8,41.0,694.0,-5.0,45.0
2006,네덜란드,Netherlands,0.6428571428571429,13,6.0,1327.0,-4.0,542.0
2006,나이지리아,Nigeria,0.75,7,11.0,1166.0,18.0,494.0
2006,북한,North Korea,0.0,0,111.0,223.0,-26.0,-292.0
2006,파라과이,Paraguay,0.2,-1,21.0,854.0,13.0,198.0
2006,폴란드,Poland,0.4705882352941176,3,35.0,737.0,-18.0,32.0
2006,포르투갈,Portugal,0.6,14,9.0,1272.0,0.0,529.0
2006,카타르,Qatar,0.875,14,63.0,476.0,12.0,-65.0
2006,러시아,Russia,0.4285714285714285,4,39.0,702.0,-9.0,33.0
2006,사우디아라비아,Saudi Arabia,0.375,7,68.0,460.0,-40.0,-215.0
2006,세네갈,Senegal,0.4166666666666667,2,33.0,756.0,2.0,104.0
2006,세르비아,Serbia,0.4166666666666667,-4,32.0,759.0,16.0,158.0
2006,슬로베니아,Slovenia,0.375,-5,78.0,408.0,-26.0,-182.0
2006,남아프리카 공화국,South Africa,0.3636363636363636,-2,76.0,417.0,-34.0,-205.0
2006,대한민국,South Korea,0.4,7,49.0,580.0,-23.0,-97.0
2006,스페인,Spain,0.5714285714285714,10,10.0,1255.0,-2.0,505.0
2006,스웨덴,Sweden,0.3333333333333333,-2,18.0,888.0,-8.0,148.0
2006,스위스,Switzerland,0.5384615384615384,13,14.0,1016.0,24.0,373.0
2006,튀니지,Tunisia,0.4375,6,31.0,780.0,-8.0,93.0
2006,미국,United States,0.4615384615384615,6,29.0,805.0,-22.0,37.0
2006,우루과이,Uruguay,0.5,6,15.0,960.0,10.0,280.0
2007,알제리,Algeria,0.375,-2,85.0,395.0,-2.0,7.0
2007,앙골라,Angola,0.3636363636363636,3,69.0,446.0,-17.0,-104.0
2007,아르헨티나,Argentina,0.6875,18,2.0,1451.0,1.0,-41.0
2007,호주,Australia,0.4,4,48.0,620.0,-10.0,-107.0
2007,벨기에,Belgium,0.3,-6,60.0,509.0,-10.0,-63.0
2007,브라질,Brazil,0.6111111111111112,25,3.0,1444.0,-2.0,-130.0
2007,카메룬,Cameroon,0.4285714285714285,1,25.0,856.0,-13.0,-206.0
2007,캐나다,Canada,0.4,5,54.0,547.0,17.0,114.0
2007,칠레,Chile,0.3684210526315789,-8,47.0,624.0,-2.0,-13.0
2007,콜롬비아,Colombia,0.5882352941176471,7,24.0,862.0,-4.0,-5.0
2007,코스타리카,Costa Rica,0.3684210526315789,14,56.0,534.0,-3.0,-2.0
2007,크로아티아,Croatia,0.8181818181818182,16,10.0,1151.0,14.0,326.0
2007,체코,Czech Republic,0.7,13,11.0,1082.0,-4.0,-230.0
2007,덴마크,Denmark,0.5,3,28.0,794.0,-12.0,-146.0
2007,에콰도르,Ecuador,0.2777777777777778,-9,57.0,527.0,-27.0,-258.0
2007,이집트,Egypt,0.375,3,43.0,679.0,-16.0,-135.0
2007,잉글랜드,England,0.5,12,9.0,1165.0,-5.0,-312.0
2007,프랑스,France,0.5833333333333334,12,6.0,1220.0,-4.0,-314.0
2007,독일,Germany,0.6666666666666666,15,4.0,1330.0,4.0,39.0
2007,가나,Ghana,0.5,3,45.0,671.0,-22.0,-159.0
2007,그리스,Greece,0.6363636363636364,7,15.0,940.0,7.0,107.0
2007,온두라스,Honduras,0.5294117647058824,14,59.0,516.0,22.0,121.0
2007,이란,Iran,0.5833333333333334,11,40.0,685.0,3.0,27.0
2007,이탈리아,Italy,0.8,11,1.0,1488.0,4.0,14.0
2007,코트디부아르,Ivory Coast,0.5555555555555556,15,27.0,806.0,-8.0,-73.0
2007,일본,Japan,0.5384615384615384,14,34.0,731.0,13.0,137.0
2007,멕시코,Mexico,0.5652173913043478,13,13.0,1026.0,4.0,135.0
2007,모로코,Morocco,0.5,6,38.0,688.0,3.0,-6.0
2007,네덜란드,Netherlands,0.6666666666666666,11,5.0,1246.0,1.0,-81.0
2007,나이지리아,Nigeria,0.5,2,23.0,867.0,-12.0,-299.0
2007,북한,North Korea,0.5,19,131.0,215.0,-20.0,-8.0
2007,파라과이,Paraguay,0.375,4,31.0,750.0,-10.0,-104.0
2007,폴란드,Poland,0.4615384615384615,14,16.0,926.0,19.0,189.0
2007,포르투갈,Portugal,0.5,11,8.0,1169.0,1.0,-103.0
2007,카타르,Qatar,0.2352941176470588,-4,91.0,374.0,-28.0,-102.0
2007,러시아,Russia,0.5,4,26.0,851.0,13.0,149.0
2007,사우디아라비아,Saudi Arabia,0.6842105263157895,22,51.0,579.0,17.0,119.0
2007,세네갈,Senegal,0.6,10,40.0,685.0,-7.0,-71.0
2007,세르비아,Serbia,0.3,6,22.0,877.0,10.0,118.0
2007,슬로베니아,Slovenia,0.2727272727272727,-3,75.0,429.0,3.0,21.0
2007,남아프리카 공화국,South Africa,0.3571428571428571,5,73.0,437.0,3.0,20.0
2007,대한민국,South Korea,0.3636363636363636,1,50.0,605.0,-1.0,25.0
2007,스페인,Spain,0.8333333333333334,16,7.0,1178.0,3.0,-77.0
2007,스웨덴,Sweden,0.4285714285714285,5,20.0,888.0,-2.0,0.0
2007,스위스,Switzerland,0.4,-1,42.0,683.0,-28.0,-333.0
2007,튀니지,Tunisia,0.5555555555555556,11,37.0,692.0,-6.0,-88.0
2007,미국,United States,0.6470588235294118,10,18.0,897.0,11.0,92.0
2007,우루과이,Uruguay,0.4285714285714285,7,19.0,889.0,-4.0,-71.0
2008,알제리,Algeria,0.4444444444444444,4,76.0,423.0,9.0,28.0
2008,앙골라,Angola,0.2857142857142857,3,58.0,513.0,11.0,67.0
2008,아르헨티나,Argentina,0.4166666666666667,7,7.0,1230.0,-5.0,-221.0
2008,호주,Australia,0.6153846153846154,12,39.0,655.0,9.0,35.0
2008,벨기에,Belgium,0.25,-5,55.0,530.0,5.0,21.0
2008,브라질,Brazil,0.5454545454545454,10,6.0,1252.0,-3.0,-192.0
2008,카메룬,Cameroon,0.6923076923076923,17,14.0,999.0,11.0,143.0
2008,캐나다,Canada,0.25,-3,81.0,412.0,-27.0,-135.0
2008,칠레,Chile,0.5,3,40.0,654.0,7.0,30.0
2008,콜롬비아,Colombia,0.1428571428571428,-7,29.0,785.0,-5.0,-77.0
2008,코스타리카,Costa Rica,0.5833333333333334,17,73.0,438.0,-17.0,-96.0
2008,크로아티아,Croatia,0.5384615384615384,6,5.0,1266.0,5.0,115.0
2008,체코,Czech Republic,0.4166666666666667,3,8.0,1134.0,3.0,52.0
2008,덴마크,Denmark,0.3333333333333333,1,36.0,696.0,-8.0,-98.0
2008,에콰도르,Ecuador,0.4166666666666667,0,52.0,556.0,5.0,29.0
2008,이집트,Egypt,0.7222222222222222,23,21.0,841.0,22.0,162.0
2008,잉글랜드,England,0.8,17,15.0,991.0,-6.0,-174.0
2008,프랑스,France,0.4285714285714285,0,11.0,1019.0,-5.0,-201.0
2008,독일,Germany,0.6875,20,3.0,1329.0,1.0,-1.0
2008,가나,Ghana,0.5294117647058824,9,20.0,864.0,25.0,193.0
2008,그리스,Greece,0.5,8,18.0,921.0,-3.0,-19.0
2008,온두라스,Honduras,0.6923076923076923,15,60.0,502.0,-1.0,-14.0
2008,이란,Iran,0.5454545454545454,19,46.0,614.0,-6.0,-71.0
2008,이탈리아,Italy,0.4615384615384615,6,2.0,1339.0,-1.0,-149.0
2008,코트디부아르,Ivory Coast,0.5,15,23.0,814.0,4.0,8.0
2008,일본,Japan,0.5263157894736842,18,35.0,707.0,-1.0,-24.0
2008,멕시코,Mexico,0.6,15,24.0,807.0,-11.0,-219.0
2008,모로코,Morocco,0.6923076923076923,18,37.0,671.0,1.0,-17.0
2008,네덜란드,Netherlands,0.7333333333333333,20,4.0,1295.0,1.0,49.0
2008,나이지리아,Nigeria,0.6153846153846154,11,27.0,791.0,-4.0,-76.0
2008,북한,North Korea,0.3809523809523809,8,116.0,296.0,15.0,81.0
2008,파라과이,Paraguay,0.3846153846153846,0,25.0,801.0,6.0,51.0
2008,폴란드,Poland,0.4375,2,30.0,779.0,-14.0,-147.0
2008,포르투갈,Portugal,0.3846153846153846,4,9.0,1120.0,-1.0,-49.0
2008,카타르,Qatar,0.391304347826087,-7,81.0,412.0,10.0,38.0
2008,러시아,Russia,0.6153846153846154,9,12.0,1013.0,14.0,162.0
2008,사우디아라비아,Saudi Arabia,0.6666666666666666,17,48.0,573.0,3.0,-6.0
2008,세네갈,Senegal,0.3333333333333333,3,45.0,623.0,-5.0,-62.0
2008,세르비아,Serbia,0.3636363636363636,6,33.0,746.0,-11.0,-131.0
2008,슬로베니아,Slovenia,0.3333333333333333,-1,79.0,415.0,-4.0,-14.0
2008,남아프리카 공화국,South Africa,0.5714285714285714,12,70.0,447.0,3.0,10.0
2008,대한민국,South Korea,0.5333333333333333,16,51.0,558.0,-1.0,-47.0
2008,스페인,Spain,0.9375,28,1.0,1565.0,6.0,387.0
2008,스웨덴,Sweden,0.2857142857142857,-5,31.0,773.0,-11.0,-115.0
2008,스위스,Switzerland,0.5384615384615384,5,43.0,644.0,-1.0,-39.0
2008,튀니지,Tunisia,0.4375,9,44.0,643.0,-7.0,-49.0
2008,미국,United States,0.6428571428571429,22,28.0,788.0,-10.0,-109.0
2008,우루과이,Uruguay,0.3636363636363636,9,22.0,817.0,-3.0,-72.0
2009,알제리,Algeria,0.7777777777777778,8,44.0,707.0,32.0,284.0
2009,앙골라,Angola,0.1538461538461538,-7,92.0,361.0,-34.0,-152.0
2009,아르헨티나,Argentina,0.5714285714285714,1,8.0,1113.0,-1.0,-117.0
2009,호주,Australia,0.5,7,14.0,907.0,25.0,252.0
2009,벨기에,Belgium,0.3333333333333333,-8,68.0,479.0,-13.0,-51.0
2009,브라질,Brazil,0.8235294117647058,26,1.0,1604.0,5.0,352.0
2009,카메룬,Cameroon,0.6,10,29.0,819.0,-15.0,-180.0
2009,캐나다,Canada,0.5,1,66.0,504.0,15.0,92.0
2009,칠레,Chile,0.6,8,21.0,846.0,19.0,192.0
2009,콜롬비아,Colombia,0.5833333333333334,3,48.0,657.0,-19.0,-128.0
2009,코스타리카,Costa Rica,0.4782608695652174,12,39.0,735.0,34.0,297.0
2009,크로아티아,Croatia,0.7777777777777778,9,9.0,1101.0,-4.0,-165.0
2009,체코,Czech Republic,0.3636363636363636,9,18.0,870.0,-10.0,-264.0
2009,덴마크,Denmark,0.4545454545454545,8,16.0,892.0,20.0,196.0
2009,에콰도르,Ecuador,0.3,-1,36.0,749.0,16.0,193.0
2009,이집트,Egypt,0.5294117647058824,11,32.0,786.0,-11.0,-55.0
2009,잉글랜드,England,0.6363636363636364,19,7.0,1127.0,8.0,136.0
2009,프랑스,France,0.5833333333333334,9,10.0,1040.0,1.0,21.0
2009,독일,Germany,0.6363636363636364,19,4.0,1186.0,-1.0,-143.0
2009,가나,Ghana,0.5,7,32.0,786.0,-12.0,-78.0
2009,그리스,Greece,0.4,2,12.0,971.0,6.0,50.0
2009,온두라스,Honduras,0.625,18,42.0,712.0,18.0,210.0
2009,이란,Iran,0.3636363636363636,7,60.0,541.0,-14.0,-73.0
2009,이탈리아,Italy,0.5333333333333333,8,4.0,1186.0,-2.0,-153.0
2009,코트디부아르,Ivory Coast,0.6,16,20.0,852.0,3.0,38.0
2009,일본,Japan,0.6470588235294118,28,40.0,734.0,-5.0,27.0
2009,멕시코,Mexico,0.5714285714285714,25,24.0,835.0,0.0,28.0
2009,모로코,Morocco,0.1111111111111111,-3,57.0,560.0,-20.0,-111.0
2009,네덜란드,Netherlands,0.5454545454545454,14,3.0,1376.0,1.0,81.0
2009,나이지리아,Nigeria,0.4444444444444444,6,34.0,773.0,-7.0,-18.0
2009,북한,North Korea,0.4615384615384615,15,90.0,379.0,26.0,83.0
2009,파라과이,Paraguay,0.3076923076923077,-7,23.0,842.0,2.0,41.0
2009,폴란드,Poland,0.3076923076923077,5,36.0,749.0,-6.0,-30.0
2009,포르투갈,Portugal,0.75,17,17.0,880.0,-8.0,-240.0
2009,카타르,Qatar,0.35,-3,83.0,400.0,-2.0,-12.0
2009,러시아,Russia,0.6,9,6.0,1129.0,6.0,116.0
2009,사우디아라비아,Saudi Arabia,0.45,15,65.0,505.0,-17.0,-68.0
2009,세네갈,Senegal,0.2,-3,80.0,410.0,-35.0,-213.0
2009,세르비아,Serbia,0.75,15,13.0,916.0,20.0,170.0
2009,슬로베니아,Slovenia,0.5,9,54.0,576.0,25.0,161.0
2009,남아프리카 공화국,South Africa,0.2857142857142857,-8,73.0,445.0,-3.0,-2.0
2009,대한민국,South Korea,0.4615384615384615,8,49.0,641.0,2.0,83.0
2009,스페인,Spain,0.9375,35,2.0,1588.0,-1.0,23.0
2009,스웨덴,Sweden,0.5384615384615384,7,41.0,723.0,-10.0,-50.0
2009,스위스,Switzerland,0.4444444444444444,8,15.0,898.0,28.0,254.0
2009,튀니지,Tunisia,0.4,6,50.0,614.0,-6.0,-29.0
2009,미국,United States,0.5416666666666666,7,11.0,974.0,17.0,186.0
2009,우루과이,Uruguay,0.4166666666666667,0,28.0,820.0,-6.0,3.0
2010,알제리,Algeria,0.1875,-16,35.0,732.0,9.0,25.0
2010,앙골라,Angola,0.2727272727272727,-2,93.0,342.0,-1.0,-19.0
2010,아르헨티나,Argentina,0.8571428571428571,20,5.0,1351.0,3.0,238.0
2010,호주,Australia,0.4615384615384615,-5,24.0,874.0,-10.0,-33.0
2010,벨기에,Belgium,0.375,1,62.0,526.0,6.0,47.0
2010,브라질,Brazil,0.75,20,4.0,1480.0,-3.0,-124.0
2010,카메룬,Cameroon,0.25,-1,37.0,717.0,-8.0,-102.0
2010,캐나다,Canada,0.1666666666666666,-7,88.0,360.0,-22.0,-144.0
2010,칠레,Chile,0.6666666666666666,11,10.0,1004.0,11.0,158.0
2010,콜롬비아,Colombia,0.25,1,40.0,684.0,8.0,27.0
2010,코스타리카,Costa Rica,0.2,-8,53.0,561.0,-14.0,-174.0
2010,크로아티아,Croatia,0.7,12,11.0,998.0,-2.0,-103.0
2010,체코,Czech Republic,0.5,5,37.0,717.0,-19.0,-153.0
2010,덴마크,Denmark,0.3333333333333333,-3,29.0,781.0,-13.0,-111.0
2010,에콰도르,Ecuador,0.2857142857142857,0,72.0,477.0,-36.0,-272.0
2010,이집트,Egypt,0.6923076923076923,16,9.0,1034.0,23.0,248.0
2010,잉글랜드,England,0.5833333333333334,9,6.0,1191.0,1.0,64.0
2010,프랑스,France,0.3846153846153846,0,27.0,835.0,-17.0,-205.0
2010,독일,Germany,0.7058823529411765,30,3.0,1490.0,1.0,304.0
2010,가나,Ghana,0.3888888888888889,0,20.0,889.0,12.0,103.0
2010,그리스,Greece,0.4166666666666667,-3,12.0,973.0,0.0,2.0
2010,온두라스,Honduras,0.1875,-11,52.0,565.0,-10.0,-147.0
2010,이란,Iran,0.7272727272727273,9,57.0,546.0,3.0,5.0
2010,이탈리아,Italy,0.25,6,13.0,965.0,-9.0,-221.0
2010,코트디부아르,Ivory Coast,0.5333333333333333,8,23.0,877.0,-3.0,25.0
2010,일본,Japan,0.4444444444444444,1,30.0,773.0,10.0,39.0
2010,멕시코,Mexico,0.5,12,28.0,795.0,-4.0,-40.0
2010,모로코,Morocco,0.5,2,95.0,330.0,-38.0,-230.0
2010,네덜란드,Netherlands,0.8823529411764706,27,2.0,1663.0,1.0,287.0
2010,나이지리아,Nigeria,0.375,5,34.0,733.0,0.0,-40.0
2010,북한,North Korea,0.238095238095238,-5,106.0,270.0,-16.0,-109.0
2010,파라과이,Paraguay,0.375,12,17.0,904.0,6.0,62.0
2010,폴란드,Poland,0.3076923076923077,1,66.0,504.0,-30.0,-245.0
2010,포르투갈,Portugal,0.5384615384615384,20,8.0,1049.0,9.0,169.0
2010,카타르,Qatar,0.2307692307692307,-3,104.0,278.0,-21.0,-122.0
2010,러시아,Russia,0.5714285714285714,2,25.0,868.0,-19.0,-261.0
2010,사우디아라비아,Saudi Arabia,0.4,8,73.0,460.0,-8.0,-45.0
2010,세네갈,Senegal,0.7142857142857143,10,79.0,405.0,1.0,-5.0
2010,세르비아,Serbia,0.4285714285714285,3,15.0,945.0,-2.0,29.0
2010,슬로베니아,Slovenia,0.5454545454545454,10,19.0,897.0,35.0,321.0
2010,남아프리카 공화국,South Africa,0.5294117647058824,16,58.0,545.0,15.0,100.0
2010,대한민국,South Korea,0.5263157894736842,8,44.0,640.0,5.0,-1.0
2010,스페인,Spain,0.7647058823529411,16,1.0,1824.0,1.0,236.0
2010,스웨덴,Sweden,0.7,13,32.0,760.0,9.0,37.0
2010,스위스,Switzerland,0.25,-2,21.0,882.0,-6.0,-16.0
2010,튀니지,Tunisia,0.2727272727272727,4,56.0,551.0,-6.0,-63.0
2010,미국,United States,0.3571428571428571,-2,18.0,899.0,-7.0,-75.0
2010,우루과이,Uruguay,0.6153846153846154,18,7.0,1182.0,21.0,362.0
2011,알제리,Algeria,0.6,0,46.0,605.0,-11.0,-127.0
2011,앙골라,Angola,0.3636363636363636,3,84.0,407.0,9.0,65.0
2011,아르헨티나,Argentina,0.4285714285714285,13,10.0,1024.0,-5.0,-327.0
2011,호주,Australia,0.7058823529411765,27,19.0,882.0,5.0,8.0
2011,벨기에,Belgium,0.4545454545454545,8,34.0,729.0,28.0,203.0
2011,브라질,Brazil,0.5625,12,7.0,1132.0,-3.0,-348.0
2011,카메룬,Cameroon,0.4,8,48.0,596.0,-11.0,-121.0
2011,캐나다,Canada,0.5,16,87.0,395.0,1.0,35.0
2011,칠레,Chile,0.4117647058823529,3,14.0,932.0,-4.0,-72.0
2011,콜롬비아,Colombia,0.5384615384615384,6,32.0,738.0,8.0,54.0
2011,코스타리카,Costa Rica,0.2272727272727272,-5,57.0,549.0,-4.0,-12.0
2011,크로아티아,Croatia,0.5454545454545454,9,9.0,1057.0,2.0,59.0
2011,체코,Czech Republic,0.4166666666666667,4,40.0,656.0,-3.0,-61.0
2011,덴마크,Denmark,0.7,10,17.0,893.0,12.0,112.0
2011,에콰도르,Ecuador,0.3529411764705882,8,69.0,481.0,3.0,4.0
2011,이집트,Egypt,0.6,13,36.0,713.0,-27.0,-321.0
2011,잉글랜드,England,0.6666666666666666,9,8.0,1089.0,-2.0,-102.0
2011,프랑스,France,0.5384615384615384,12,12.0,956.0,15.0,121.0
2011,독일,Germany,0.6923076923076923,19,3.0,1290.0,0.0,-200.0
2011,가나,Ghana,0.6,11,37.0,700.0,-17.0,-189.0
2011,그리스,Greece,0.5,6,11.0,1000.0,1.0,27.0
2011,온두라스,Honduras,0.3684210526315789,0,53.0,564.0,-1.0,-1.0
2011,이란,Iran,0.8,31,50.0,576.0,7.0,30.0
2011,이탈리아,Italy,0.6666666666666666,11,6.0,1142.0,7.0,177.0
2011,코트디부아르,Ivory Coast,0.8571428571428571,13,16.0,910.0,7.0,33.0
2011,일본,Japan,0.6,24,15.0,924.0,15.0,151.0
2011,멕시코,Mexico,0.5714285714285714,22,20.0,866.0,8.0,71.0
2011,모로코,Morocco,0.5,9,59.0,534.0,36.0,204.0
2011,네덜란드,Netherlands,0.5454545454545454,18,2.0,1571.0,0.0,-92.0
2011,나이지리아,Nigeria,0.5454545454545454,13,43.0,613.0,-9.0,-120.0
2011,북한,North Korea,0.4375,5,120.0,258.0,-14.0,-12.0
2011,파라과이,Paraguay,0.3,-1,24.0,825.0,-7.0,-79.0
2011,폴란드,Poland,0.4615384615384615,2,65.0,496.0,1.0,-8.0
2011,포르투갈,Portugal,0.6,16,5.0,1158.0,3.0,109.0
2011,카타르,Qatar,0.3125,5,100.0,350.0,4.0,72.0
2011,러시아,Russia,0.4545454545454545,10,13.0,954.0,12.0,86.0
2011,사우디아라비아,Saudi Arabia,0.2142857142857142,1,97.0,359.0,-24.0,-101.0
2011,세네갈,Senegal,0.5,3,42.0,614.0,37.0,209.0
2011,세르비아,Serbia,0.3333333333333333,-1,21.0,855.0,-6.0,-90.0
2011,슬로베니아,Slovenia,0.3333333333333333,0,33.0,732.0,-14.0,-165.0
2011,남아프리카 공화국,South Africa,0.4444444444444444,5,51.0,574.0,7.0,29.0
2011,대한민국,South Korea,0.5882352941176471,17,29.0,749.0,15.0,109.0
2011,스페인,Spain,0.75,20,1.0,1605.0,0.0,-219.0
2011,스웨덴,Sweden,0.6923076923076923,16,25.0,792.0,7.0,32.0
2011,스위스,Switzerland,0.4444444444444444,4,18.0,886.0,3.0,4.0
2011,튀니지,Tunisia,0.5,12,61.0,526.0,-5.0,-25.0
2011,미국,United States,0.3529411764705882,-4,31.0,741.0,-13.0,-158.0
2011,우루과이,Uruguay,0.5625,15,4.0,1184.0,3.0,2.0
2012,알제리,Algeria,0.75,12,28.0,734.0,18.0,129.0
2012,앙골라,Angola,0.3333333333333333,4,80.0,433.0,4.0,26.0
2012,아르헨티나,Argentina,0.7272727272727273,15,7.0,1121.0,3.0,97.0
2012,호주,Australia,0.5384615384615384,20,25.0,778.0,-6.0,-104.0
2012,벨기에,Belgium,0.4444444444444444,7,40.0,626.0,-6.0,-103.0
2012,브라질,Brazil,0.6923076923076923,25,12.0,996.0,-5.0,-136.0
2012,카메룬,Cameroon,0.5,6,61.0,510.0,-13.0,-86.0
2012,캐나다,Canada,0.4444444444444444,-4,73.0,454.0,14.0,59.0
2012,칠레,Chile,0.3636363636363636,-3,14.0,984.0,0.0,52.0
2012,콜롬비아,Colombia,0.75,13,22.0,843.0,10.0,105.0
2012,코스타리카,Costa Rica,0.3846153846153846,9,66.0,487.0,-9.0,-62.0
2012,크로아티아,Croatia,0.4545454545454545,3,9.0,1020.0,0.0,-37.0
2012,체코,Czech Republic,0.3846153846153846,2,19.0,869.0,21.0,213.0
2012,덴마크,Denmark,0.1818181818181818,-7,10.0,1006.0,7.0,113.0
2012,에콰도르,Ecuador,0.625,5,17.0,890.0,52.0,409.0
2012,이집트,Egypt,0.65,28,38.0,634.0,-2.0,-79.0
2012,잉글랜드,England,0.5384615384615384,12,3.0,1274.0,5.0,185.0
2012,프랑스,France,0.5714285714285714,9,15.0,965.0,-3.0,9.0
2012,독일,Germany,0.5714285714285714,10,2.0,1437.0,1.0,147.0
2012,가나,Ghana,0.5,9,31.0,714.0,6.0,14.0
2012,그리스,Greece,0.5384615384615384,5,11.0,1001.0,0.0,1.0
2012,온두라스,Honduras,0.3636363636363636,9,72.0,460.0,-19.0,-104.0
2012,이란,Iran,0.375,10,54.0,573.0,-4.0,-3.0
2012,이탈리아,Italy,0.3571428571428571,-1,6.0,1174.0,0.0,32.0
2012,코트디부아르,Ivory Coast,0.7333333333333333,21,16.0,912.0,0.0,2.0
2012,일본,Japan,0.6666666666666666,12,23.0,793.0,-8.0,-131.0
2012,멕시코,Mexico,0.8333333333333334,17,21.0,845.0,-1.0,-21.0
2012,모로코,Morocco,0.25,-4,68.0,478.0,-9.0,-56.0
2012,네덜란드,Netherlands,0.5384615384615384,14,8.0,1044.0,-6.0,-527.0
2012,나이지리아,Nigeria,0.4166666666666667,10,58.0,523.0,-15.0,-90.0
2012,북한,North Korea,0.7272727272727273,22,81.0,429.0,39.0,171.0
2012,파라과이,Paraguay,0.5454545454545454,0,29.0,728.0,-5.0,-97.0
2012,폴란드,Poland,0.4285714285714285,8,56.0,547.0,9.0,51.0
2012,포르투갈,Portugal,0.4285714285714285,5,4.0,1232.0,1.0,74.0
2012,카타르,Qatar,0.2,-6,92.0,380.0,8.0,30.0
2012,러시아,Russia,0.5384615384615384,15,13.0,990.0,0.0,36.0
2012,사우디아라비아,Saudi Arabia,0.3076923076923077,-2,105.0,328.0,-8.0,-31.0
2012,세네갈,Senegal,0.2727272727272727,-3,62.0,508.0,-20.0,-106.0
2012,세르비아,Serbia,0.2727272727272727,0,42.0,624.0,-21.0,-231.0
2012,슬로베니아,Slovenia,0.25,-3,24.0,784.0,9.0,52.0
2012,남아프리카 공화국,South Africa,0.3636363636363636,5,74.0,448.0,-23.0,-126.0
2012,대한민국,South Korea,0.5555555555555556,6,27.0,763.0,2.0,14.0
2012,스페인,Spain,0.8125,37,1.0,1617.0,0.0,12.0
2012,스웨덴,Sweden,0.6923076923076923,9,18.0,875.0,7.0,83.0
2012,스위스,Switzerland,0.6666666666666666,8,20.0,847.0,-2.0,-39.0
2012,튀니지,Tunisia,0.5,9,41.0,625.0,20.0,99.0
2012,미국,United States,0.6428571428571429,10,33.0,697.0,-2.0,-44.0
2012,우루과이,Uruguay,0.2,-6,5.0,1217.0,-1.0,33.0
2013,알제리,Algeria,0.5384615384615384,6,28.0,762.0,0.0,28.0
2013,앙골라,Angola,0.3333333333333333,3,89.0,400.0,-9.0,-33.0
2013,아르헨티나,Argentina,0.5833333333333334,15,2.0,1263.0,5.0,142.0
2013,호주,Australia,0.3333333333333333,-6,53.0,603.0,-28.0,-175.0
2013,벨기에,Belgium,0.6363636363636364,7,6.0,1159.0,34.0,533.0
2013,브라질,Brazil,0.6842105263157895,34,8.0,1067.0,4.0,71.0
2013,카메룬,Cameroon,0.5,7,61.0,558.0,0.0,48.0
2013,캐나다,Canada,0.0,-14,106.0,324.0,-33.0,-130.0
2013,칠레,Chile,0.6428571428571429,19,16.0,967.0,-2.0,-17.0
2013,콜롬비아,Colombia,0.5454545454545454,9,5.0,1180.0,17.0,337.0
