,year,home_team,away_team,home_rate
4832,2006,Grenada,Saint Lucia,1.0
4833,2006,Grenada,Saint Martin,1.0
4834,2006,Grenada,Saint Vincent and the Grenadines,0.0
4835,2006,Grenada,Taiwan,1.0
4836,2006,Grenada,Trinidad and Tobago,0.0
4837,2006,Guadeloupe,Antigua and Barbuda,1.0
4838,2006,Guadeloupe,Cuba,0.0
4839,2006,Guadeloupe,French Guiana,0.5
4840,2006,Guadeloupe,Puerto Rico,1.0
4841,2006,Guadeloupe,Saint Lucia,1.0
4842,2006,Guam,Hong Kong,0.0
4843,2006,Guam,Macau,0.0
4844,2006,Guam,Mongolia,0.0
4845,2006,Guam,North Korea,0.0
4846,2006,Guam,Taiwan,0.0
4847,2006,Guatemala,Bolivia,1.0
4848,2006,Guatemala,Colombia,0.0
4849,2006,Guatemala,El Salvador,0.0
4850,2006,Guatemala,Haiti,1.0
4851,2006,Guatemala,Honduras,0.0
4852,2006,Guatemala,Jamaica,0.0
4853,2006,Guatemala,Panama,0.0
4854,2006,Guatemala,Paraguay,0.0
4855,2006,Guatemala,Peru,0.0
4856,2006,Guatemala,South Africa,0.0
4857,2006,Guatemala,Trinidad and Tobago,1.0
4858,2006,Guinea,Burkina Faso,1.0
4859,2006,Guinea,Ethiopia,1.0
4860,2006,Guinea,Liberia,1.0
4861,2006,Guinea,Mali,0.0
4862,2006,Guinea,Niger,1.0
4863,2006,Guyana,Curaçao,1.0
4864,2006,Guyana,Dominica,1.0
4865,2006,Haiti,Antigua and Barbuda,1.0
4866,2006,Haiti,Brazil,0.0
4867,2006,Haiti,Canada,0.0
4868,2006,Haiti,China PR,1.0
4869,2006,Haiti,Curaçao,1.0
4870,2006,Haiti,Martinique,1.0
4871,2006,Haiti,Nicaragua,0.0
4872,2006,Honduras,Argentina,0.0
4873,2006,Honduras,Chile,0.0
4874,2006,Honduras,Colombia,0.5
4875,2006,Honduras,Costa Rica,1.0
4876,2006,Honduras,Ecuador,0.0
4877,2006,Honduras,El Salvador,0.0
4878,2006,Honduras,Finland,0.0
4879,2006,Honduras,Panama,0.3333333333333333
4880,2006,Honduras,Paraguay,0.0
4881,2006,Hong Kong,Bangladesh,0.0
4882,2006,Hong Kong,Guam,1.0
4883,2006,Hong Kong,Laos,1.0
4884,2006,Hong Kong,Macau,1.0
4885,2006,Hong Kong,Mongolia,1.0
4886,2006,Hong Kong,Myanmar,0.0
4887,2006,Hong Kong,North Korea,0.0
4888,2006,Hong Kong,South Korea,0.0
4889,2006,Hong Kong,Taiwan,1.0
4890,2006,Hong Kong,Tajikistan,0.0
4891,2006,Hong Kong,Thailand,1.0
4892,2006,Hong Kong,Uzbekistan,0.0
4893,2006,Hungary,Argentina,0.0
4894,2006,Hungary,Belarus,0.0
4895,2006,Hungary,Brazil,0.0
4896,2006,Hungary,Croatia,0.0
4897,2006,Hungary,Estonia,0.0
4898,2006,Hungary,Japan,1.0
4899,2006,Hungary,Latvia,1.0
4900,2006,Hungary,Luxembourg,1.0
4901,2006,Hungary,Moldova,0.0
4902,2006,Hungary,Poland,0.0
4903,2006,Hungary,San Marino,1.0
4904,2006,Hungary,Saudi Arabia,0.0
4905,2006,Hungary,Spain,0.0
4906,2006,Hungary,Sweden,0.0
4907,2006,Iceland,Andorra,1.0
4908,2006,Iceland,Faroe Islands,1.0
4909,2006,Iceland,Germany,0.0
4910,2006,Iceland,Hungary,0.0
4911,2006,Iceland,Italy,1.0
4912,2006,Iceland,Japan,0.0
4913,2006,Iceland,Lithuania,1.0
4914,2006,Iceland,Scotland,0.0
4915,2006,Iceland,South Africa,1.0
4916,2006,India,Bhutan,1.0
4917,2006,India,Jamaica,0.0
4918,2006,India,Myanmar,1.0
4919,2006,India,Nepal,1.0
4920,2006,India,North Korea,0.0
4921,2006,India,Pakistan,0.0
4922,2006,India,Rwanda,1.0
4923,2006,India,Sri Lanka,0.0
4924,2006,India,Zimbabwe,1.0
4925,2006,Indonesia,Bhutan,1.0
4926,2006,Indonesia,Cambodia,1.0
4927,2006,Indonesia,India,0.0
4928,2006,Indonesia,Malaysia,0.5
4929,2006,Indonesia,Myanmar,0.0
4930,2006,Indonesia,Philippines,1.0
4931,2006,Indonesia,Singapore,0.0
4932,2006,Indonesia,Thailand,0.0
4933,2006,Indonesia,Vietnam,0.0
4934,2006,Indonesia,Yemen,0.0
4935,2006,Iran,Angola,0.0
4936,2006,Iran,Azerbaijan,1.0
4937,2006,Iran,Bahrain,1.0
4938,2006,Iran,Bosnia and Herzegovina,1.0
4939,2006,Iran,Germany,0.0
4940,2006,Iran,Iraq,0.5
4941,2006,Iran,Jordan,1.0
4942,2006,Iran,Lebanon,1.0
4943,2006,Iran,Libya,1.0
4944,2006,Iran,Morocco,0.0
4945,2006,Iran,New Zealand,1.0
4946,2006,Iran,North Korea,1.0
4947,2006,Iran,Panama,1.0
4948,2006,Iran,Paraguay,0.0
4949,2006,Iran,Slovakia,0.0
4950,2006,Iran,Syria,1.0
4951,2006,Iran,Thailand,1.0
4952,2006,Iran,Togo,1.0
4953,2006,Iran,Venezuela,1.0
4954,2006,Iraq,Bahrain,1.0
4955,2006,Iraq,Iran,0.0
4956,2006,Iraq,Jordan,0.0
4957,2006,Iraq,Malaysia,1.0
4958,2006,Iraq,Myanmar,1.0
4959,2006,Iraq,Oman,1.0
4960,2006,Iraq,Palestine,1.0
4961,2006,Iraq,Saudi Arabia,1.0
4962,2006,Iraq,Syria,1.0
4963,2006,Iraq,Uruguay,0.0
4964,2006,Iraq,Uzbekistan,0.0
4965,2006,Iraq,Yemen,1.0
4966,2006,Israel,Armenia,1.0
4967,2006,Israel,Croatia,0.0
4968,2006,Israel,Cyprus,1.0
4969,2006,Israel,France,0.0
4970,2006,Israel,Lithuania,1.0
4971,2006,Israel,Malta,0.0
4972,2006,Israel,Moldova,0.0
4973,2006,Israel,Slovenia,0.0
4974,2006,Italy,Australia,1.0
4975,2006,Italy,Azerbaijan,1.0
4976,2006,Italy,Bulgaria,1.0
4977,2006,Italy,Czech Republic,0.0
4978,2006,Italy,Finland,1.0
4979,2006,Italy,France,0.0
4980,2006,Italy,Ghana,1.0
4981,2006,Italy,Iceland,0.0
4982,2006,Italy,Northern Ireland,1.0
4983,2006,Italy,Portugal,1.0
4984,2006,Italy,Romania,1.0
4985,2006,Italy,Russia,1.0
4986,2006,Italy,Serbia,0.0
4987,2006,Italy,Slovenia,0.0
4988,2006,Italy,Spain,0.0
4989,2006,Italy,Sweden,0.0
4990,2006,Italy,Turkey,0.0
4991,2006,Italy,Ukraine,1.0
4992,2006,Italy,United States,0.5
4993,2006,Italy,Uruguay,0.0
4994,2006,Italy,Wales,1.0
4995,2006,Ivory Coast,Burundi,1.0
4996,2006,Ivory Coast,DR Congo,0.0
4997,2006,Ivory Coast,Gambia,1.0
4998,2006,Ivory Coast,Guinea,1.0
4999,2006,Ivory Coast,Italy,0.0
5000,2006,Ivory Coast,Nigeria,0.0
5001,2006,Ivory Coast,Serbia,1.0
5002,2006,Ivory Coast,South Africa,0.0
5003,2006,Jamaica,Barbados,1.0
5004,2006,Jamaica,Colombia,0.0
5005,2006,Jamaica,Cuba,0.0
5006,2006,Jamaica,El Salvador,1.0
5007,2006,Jamaica,Guadeloupe,1.0
5008,2006,Jamaica,Guatemala,0.0
5009,2006,Jamaica,Haiti,1.0
5010,2006,Jamaica,Honduras,0.0
5011,2006,Jamaica,Martinique,0.0
5012,2006,Jamaica,Nigeria,1.0
5013,2006,Jamaica,Paraguay,1.0
5014,2006,Jamaica,Saint Lucia,1.0
5015,2006,Jamaica,South Africa,0.0
5016,2006,Jamaica,United States,0.0
5017,2006,Jamaica,Uruguay,1.0
5018,2006,Jamaica,Venezuela,1.0
5019,2006,Japan,Angola,1.0
5020,2006,Japan,Argentina,0.0
5021,2006,Japan,Brazil,0.0
5022,2006,Japan,Cameroon,0.0
5023,2006,Japan,China PR,0.5
5024,2006,Japan,Costa Rica,0.0
5025,2006,Japan,Croatia,0.0
5026,2006,Japan,Germany,0.0
5027,2006,Japan,Honduras,1.0
5028,2006,Japan,Iran,0.0
5029,2006,Japan,Iraq,1.0
5030,2006,Japan,Jamaica,0.0
5031,2006,Japan,Jordan,0.0
5032,2006,Japan,Kazakhstan,1.0
5033,2006,Japan,Malaysia,1.0
5034,2006,Japan,Nigeria,1.0
5035,2006,Japan,Oman,1.0
5036,2006,Japan,Senegal,0.0
5037,2006,Japan,South Korea,0.0
5038,2006,Japan,Sweden,0.0
5039,2006,Japan,Syria,1.0
5040,2006,Japan,Ukraine,1.0
5041,2006,Japan,Uruguay,0.0
5042,2006,Jersey,Kernow,0.0
5043,2006,Jordan,Armenia,0.0
5044,2006,Jordan,Azerbaijan,0.0
5045,2006,Jordan,Indonesia,1.0
5046,2006,Jordan,Iran,1.0
5047,2006,Jordan,Iraq,0.5
5048,2006,Jordan,Kenya,0.0
5049,2006,Jordan,Kuwait,1.0
5050,2006,Jordan,Lebanon,0.5
5051,2006,Jordan,Malaysia,1.0
5052,2006,Jordan,North Korea,1.0
5053,2006,Jordan,Norway,0.0
5054,2006,Jordan,Singapore,1.0
5055,2006,Jordan,Sudan,0.0
5056,2006,Jordan,Syria,0.0
5057,2006,Jordan,United Arab Emirates,0.0
5058,2006,Kazakhstan,Azerbaijan,0.0
5059,2006,Kazakhstan,Estonia,0.0
5060,2006,Kenya,Burundi,0.0
5061,2006,Kenya,Cape Verde,1.0
5062,2006,Kenya,Eritrea,1.0
5063,2006,Kenya,Ghana,0.0
5064,2006,Kenya,Mali,0.0
5065,2006,Kenya,Mauritania,1.0
5066,2006,Kenya,Rwanda,0.0
5067,2006,Kenya,South Africa,0.0
5068,2006,Kenya,Sudan,0.0
5069,2006,Kenya,Tanzania,1.0
5070,2006,Kenya,Togo,1.0
5071,2006,Kenya,Trinidad and Tobago,0.0
5072,2006,Kenya,Uganda,0.2
5073,2006,Kernow,Jersey,1.0
5074,2006,Kiribati,Vanuatu,0.0
5075,2006,Kuwait,Armenia,1.0
5076,2006,Kuwait,Egypt,0.0
5077,2006,Kuwait,Finland,0.0
5078,2006,Kuwait,Iceland,0.0
5079,2006,Kuwait,India,0.0
5080,2006,Kuwait,Iran,0.0
5081,2006,Kuwait,Iraq,0.0
5082,2006,Kuwait,Kyrgyzstan,1.0
5083,2006,Kuwait,Lebanon,0.5
5084,2006,Kuwait,Norway,0.0
5085,2006,Kuwait,Palestine,1.0
5086,2006,Kuwait,Qatar,1.0
5087,2006,Kuwait,Singapore,1.0
5088,2006,Kuwait,Syria,0.25
5089,2006,Kuwait,Tajikistan,1.0
5090,2006,Kuwait,United Arab Emirates,0.5
5091,2006,Kuwait,Zimbabwe,1.0
5092,2006,Kyrgyzstan,Afghanistan,0.0
5093,2006,Laos,Bangladesh,1.0
5094,2006,Laos,Cambodia,1.0
5095,2006,Laos,Indonesia,0.0
5096,2006,Latvia,Azerbaijan,0.0
5097,2006,Latvia,Belarus,0.0
5098,2006,Latvia,Germany,0.0
5099,2006,Latvia,Hungary,1.0
5100,2006,Latvia,Iceland,0.0
5101,2006,Latvia,Japan,0.0
5102,2006,Latvia,Kazakhstan,1.0
5103,2006,Latvia,Kuwait,0.0
5104,2006,Latvia,Lithuania,1.0
5105,2006,Latvia,Poland,0.0
5106,2006,Latvia,San Marino,1.0
5107,2006,Latvia,Sweden,0.0
5108,2006,Latvia,Turkey,1.0
5109,2006,Latvia,Uzbekistan,0.0
5110,2006,Latvia,Wales,0.0
5111,2006,Lebanon,Bahrain,0.5
5112,2006,Lebanon,Iran,0.0
5113,2006,Lebanon,Jordan,0.0
5114,2006,Lebanon,Kuwait,0.0
5115,2006,Lebanon,North Korea,0.0
5116,2006,Lebanon,Syria,0.5
5117,2006,Lesotho,Botswana,0.0
5118,2006,Lesotho,DR Congo,0.0
5119,2006,Lesotho,Eswatini,0.6666666666666666
5120,2006,Lesotho,Gambia,1.0
5121,2006,Lesotho,Malawi,0.0
5122,2006,Lesotho,Mozambique,0.0
5123,2006,Lesotho,Namibia,0.0
5124,2006,Lesotho,Senegal,0.0
5125,2006,Lesotho,South Africa,0.0
5126,2006,Liberia,Algeria,0.0
5127,2006,Liberia,Ethiopia,1.0
5128,2006,Liberia,Guinea,0.0
5129,2006,Liberia,Niger,1.0
5130,2006,Liberia,Nigeria,0.0
5131,2006,Libya,Argentina,0.0
5132,2006,Libya,Botswana,0.0
5133,2006,Libya,Canada,0.0
5134,2006,Libya,DR Congo,1.0
5135,2006,Libya,Eswatini,1.0
5136,2006,Libya,Jordan,1.0
5137,2006,Libya,Kenya,1.0
5138,2006,Libya,Malawi,0.0
5139,2006,Libya,Nigeria,0.0
5140,2006,Libya,Qatar,1.0
5141,2006,Libya,Togo,1.0
5142,2006,Libya,Ukraine,0.0
5143,2006,Liechtenstein,England,0.0
5144,2006,Liechtenstein,Greece,0.0
5145,2006,Liechtenstein,North Macedonia,0.0
5146,2006,Liechtenstein,Northern Ireland,0.0
5147,2006,Liechtenstein,San Marino,0.0
5148,2006,Liechtenstein,Saudi Arabia,1.0
5149,2006,Liechtenstein,Slovakia,0.0
5150,2006,Liechtenstein,Turkey,0.0
5151,2006,Lithuania,Belarus,1.0
5152,2006,Lithuania,Faroe Islands,1.0
5153,2006,Lithuania,Germany,0.0
5154,2006,Lithuania,Iceland,0.0
5155,2006,Lithuania,Israel,0.0
5156,2006,Lithuania,Poland,0.0
5157,2006,Lithuania,Romania,0.0
5158,2006,Lithuania,Scotland,1.0
5159,2006,Luxembourg,Albania,0.0
5160,2006,Luxembourg,Bosnia and Herzegovina,0.0
5161,2006,Luxembourg,Canada,0.0
5162,2006,Luxembourg,Cape Verde,0.0
5163,2006,Luxembourg,Denmark,0.0
5164,2006,Luxembourg,Israel,0.0
5165,2006,Luxembourg,Latvia,0.0
5166,2006,Luxembourg,Liechtenstein,0.0
5167,2006,Luxembourg,Malta,0.0
5168,2006,Luxembourg,Moldova,0.0
5169,2006,Luxembourg,Morocco,0.0
5170,2006,Luxembourg,Norway,0.0
5171,2006,Luxembourg,Romania,0.0
5172,2006,Macau,Mongolia,1.0
5173,2006,Macau,Pakistan,0.0
5174,2006,Macau,Taiwan,0.0
5175,2006,Madagascar,Egypt,1.0
5176,2006,Madagascar,Mali,0.0
5177,2006,Madagascar,Mauritius,0.6666666666666666
5178,2006,Malawi,Angola,1.0
5179,2006,Malawi,Botswana,1.0
5180,2006,Malawi,DR Congo,0.0
5181,2006,Malawi,Eswatini,0.0
5182,2006,Malawi,Nigeria,0.0
5183,2006,Malawi,South Africa,0.0
5184,2006,Malawi,Tanzania,1.0
5185,2006,Malawi,Zambia,0.3333333333333333
5186,2006,Malawi,Zimbabwe,0.6
5187,2006,Malaysia,Bahrain,0.0
5188,2006,Malaysia,Brazil,0.0
5189,2006,Malaysia,Cambodia,1.0
5190,2006,Malaysia,Indonesia,0.0
5191,2006,Malaysia,Iraq,0.0
5192,2006,Malaysia,Laos,0.0
5193,2006,Malaysia,Myanmar,0.6666666666666666
5194,2006,Malaysia,Philippines,1.0
5195,2006,Malaysia,Singapore,0.3333333333333333
5196,2006,Malaysia,Thailand,1.0
5197,2006,Malaysia,Timor-Leste,1.0
5198,2006,Maldives,Afghanistan,1.0
5199,2006,Maldives,Bhutan,1.0
5200,2006,Maldives,Brunei,0.0
5201,2006,Maldives,India,0.0
5202,2006,Maldives,Myanmar,0.0
5203,2006,Maldives,Oman,0.0
5204,2006,Maldives,Sri Lanka,0.5
5205,2006,Mali,Algeria,1.0
5206,2006,Mali,Cameroon,0.0
5207,2006,Mali,Eritrea,1.0
5208,2006,Mali,Guinea,1.0
5209,2006,Mali,Liberia,0.0
5210,2006,Mali,Mauritania,1.0
5211,2006,Mali,Morocco,0.0
5212,2006,Mali,Nigeria,0.0
5213,2006,Mali,Seychelles,1.0
5214,2006,Mali,South Africa,1.0
5215,2006,Mali,Zambia,0.0
5216,2006,Mali,Zimbabwe,0.0
5217,2006,Malta,Andorra,0.0
5218,2006,Malta,Azerbaijan,1.0
5219,2006,Malta,Cyprus,0.0
5220,2006,Malta,Finland,0.0
5221,2006,Malta,France,0.0
5222,2006,Malta,Israel,0.0
5223,2006,Malta,Kazakhstan,0.0
5224,2006,Malta,Northern Ireland,0.0
5225,2006,Malta,Norway,0.0
5226,2006,Malta,Poland,0.0
5227,2006,Malta,Slovenia,0.0
5228,2006,Martinique,Costa Rica,0.0
5229,2006,Martinique,Cuba,0.0
5230,2006,Martinique,Dominican Republic,1.0
5231,2006,Martinique,French Guiana,1.0
5232,2006,Martinique,Guadeloupe,0.0
5233,2006,Martinique,Haiti,0.0
5234,2006,Martinique,Honduras,0.0
5235,2006,Martinique,Saint Kitts and Nevis,1.0
5236,2006,Martinique,Saint Lucia,1.0
5237,2006,Martinique,Trinidad and Tobago,1.0
5238,2006,Mauritania,Cape Verde,0.0
5239,2006,Mauritania,Kenya,0.0
5240,2006,Mauritania,Togo,0.0
5241,2006,Mauritius,Egypt,0.0
5242,2006,Mauritius,Madagascar,0.3333333333333333
5243,2006,Mauritius,Réunion,0.0
5244,2006,Mauritius,Seychelles,1.0
5245,2006,Mauritius,South Africa,0.5
5246,2006,Mayotte,Réunion,0.0
5247,2006,Mexico,Albania,1.0
5248,2006,Mexico,Angola,0.0
5249,2006,Mexico,Argentina,0.0
5250,2006,Mexico,Bolivia,1.0
5251,2006,Mexico,Brazil,0.5
5252,2006,Mexico,Bulgaria,0.5
5253,2006,Mexico,Chile,0.0
5254,2006,Mexico,Colombia,0.25
5255,2006,Mexico,Costa Rica,1.0
5256,2006,Mexico,Ecuador,1.0
5257,2006,Mexico,Guatemala,1.0
5258,2006,Mexico,Honduras,0.0
5259,2006,Mexico,Hungary,1.0
5260,2006,Mexico,Iceland,0.0
5261,2006,Mexico,Iran,1.0
5262,2006,Mexico,Jamaica,1.0
5263,2006,Mexico,Paraguay,0.0
5264,2006,Mexico,Peru,0.0
5265,2006,Mexico,Poland,0.0
5266,2006,Mexico,Serbia,0.0
5267,2006,Mexico,South Korea,0.0
5268,2006,Mexico,Sweden,0.0
5269,2006,Mexico,Uruguay,0.3333333333333333
5270,2006,Micronesia,New Caledonia,0.0
5271,2006,Moldova,Austria,1.0
5272,2006,Moldova,Azerbaijan,1.0
5273,2006,Moldova,Belarus,1.0
5274,2006,Moldova,Czech Republic,0.0
5275,2006,Moldova,Georgia,1.0
5276,2006,Moldova,Hungary,0.0
5277,2006,Moldova,Netherlands,0.0
5278,2006,Monaco,Occitania,0.0
5279,2006,Monaco,Vatican City,0.0
5280,2006,Mongolia,Guam,1.0
5281,2006,Morocco,Algeria,1.0
5282,2006,Morocco,Angola,1.0
5283,2006,Morocco,Argentina,0.0
5284,2006,Morocco,Benin,1.0
5285,2006,Morocco,Burkina Faso,1.0
5286,2006,Morocco,Cameroon,0.0
5287,2006,Morocco,Equatorial Guinea,1.0
5288,2006,Morocco,Gabon,1.0
5289,2006,Morocco,Ghana,0.0
5290,2006,Morocco,Guinea,1.0
5291,2006,Morocco,Ivory Coast,0.0
5292,2006,Morocco,Mali,0.3333333333333333
5293,2006,Morocco,Niger,1.0
5294,2006,Morocco,Senegal,1.0
5295,2006,Morocco,Sierra Leone,1.0
5296,2006,Morocco,South Africa,0.0
5297,2006,Morocco,Switzerland,1.0
5298,2006,Morocco,Togo,0.0
5299,2006,Morocco,Trinidad and Tobago,1.0
5300,2006,Mozambique,Angola,0.0
5301,2006,Mozambique,Botswana,0.0
5302,2006,Mozambique,Burkina Faso,1.0
5303,2006,Mozambique,Central African Republic,1.0
5304,2006,Mozambique,Congo,0.0
5305,2006,Mozambique,Eswatini,0.6666666666666666
5306,2006,Mozambique,Lesotho,0.5
5307,2006,Mozambique,Madagascar,1.0
5308,2006,Mozambique,Malawi,1.0
5309,2006,Mozambique,Zimbabwe,0.5
5310,2006,Myanmar,Bahrain,0.0
5311,2006,Myanmar,Brunei,1.0
5312,2006,Myanmar,Cambodia,1.0
5313,2006,Myanmar,Iraq,0.0
5314,2006,Myanmar,Malaysia,0.3333333333333333
5315,2006,Myanmar,Singapore,0.0
5316,2006,Myanmar,Timor-Leste,1.0
5317,2006,Myanmar,Vietnam,0.0
5318,2006,Namibia,Algeria,0.0
5319,2006,Namibia,Angola,0.0
5320,2006,Namibia,Botswana,0.0
5321,2006,Namibia,Chad,1.0
5322,2006,Nepal,Afghanistan,1.0
5323,2006,Nepal,Bhutan,1.0
5324,2006,Nepal,Kyrgyzstan,0.0
5325,2006,Nepal,Maldives,0.0
5326,2006,Nepal,Oman,0.0
5327,2006,Nepal,South Korea,0.0
5328,2006,Nepal,Vietnam,0.0
5329,2006,Netherlands,Argentina,0.5
5330,2006,Netherlands,Austria,1.0
5331,2006,Netherlands,Belarus,1.0
5332,2006,Netherlands,Belgium,0.0
5333,2006,Netherlands,Czech Republic,0.0
5334,2006,Netherlands,England,0.0
5335,2006,Netherlands,Faroe Islands,1.0
5336,2006,Netherlands,France,0.0
5337,2006,Netherlands,Germany,0.0
5338,2006,Netherlands,Greece,1.0
5339,2006,Netherlands,Italy,0.0
5340,2006,Netherlands,Ivory Coast,1.0
5341,2006,Netherlands,Latvia,1.0
5342,2006,Netherlands,Liechtenstein,1.0
5343,2006,Netherlands,Moldova,1.0
5344,2006,Netherlands,Portugal,0.0
5345,2006,Netherlands,Republic of Ireland,0.0
5346,2006,Netherlands,Scotland,1.0
5347,2006,Netherlands,Spain,1.0
5348,2006,Netherlands,United States,1.0
5349,2006,New Caledonia,Papua New Guinea,0.0
5350,2006,New Caledonia,Tonga,1.0
5351,2006,New Caledonia,Vanuatu,0.0
5352,2006,New Zealand,Australia,1.0
5353,2006,New Zealand,Papua New Guinea,1.0
5354,2006,New Zealand,Solomon Islands,1.0
5355,2006,New Zealand,Tahiti,1.0
5356,2006,New Zealand,Vanuatu,0.5
5357,2006,Nicaragua,Bermuda,1.0
5358,2006,Nicaragua,Haiti,0.0
5359,2006,Niger,Burkina Faso,0.0
5360,2006,Niger,Ethiopia,1.0
5361,2006,Niger,Guinea,1.0
5362,2006,Niger,Liberia,1.0
5363,2006,Niger,Mali,0.0
5364,2006,Nigeria,Angola,0.0
5365,2006,Nigeria,Benin,1.0
5366,2006,Nigeria,Brazil,0.0
5367,2006,Nigeria,Ecuador,0.0
5368,2006,Nigeria,Egypt,0.0
5369,2006,Nigeria,Ghana,1.0
5370,2006,Nigeria,Jamaica,0.0
5371,2006,Nigeria,Kenya,1.0
5372,2006,Nigeria,Malawi,1.0
5373,2006,Nigeria,Mali,1.0
5374,2006,Nigeria,Morocco,0.0
5375,2006,Nigeria,Paraguay,0.0
5376,2006,Nigeria,Senegal,0.0
5377,2006,Nigeria,South Africa,1.0
5378,2006,Nigeria,Venezuela,1.0
5379,2006,North Korea,India,1.0
5380,2006,North Korea,Iran,0.0
5381,2006,North Korea,Japan,1.0
5382,2006,North Korea,Kuwait,0.0
5383,2006,North Korea,Lebanon,0.0
5384,2006,North Korea,Mongolia,1.0
5385,2006,North Macedonia,Albania,1.0
5386,2006,North Macedonia,Bosnia and Herzegovina,1.0
5387,2006,North Macedonia,Croatia,0.0
5388,2006,North Macedonia,England,0.0
5389,2006,North Macedonia,Finland,1.0
5390,2006,North Macedonia,Israel,0.0
5391,2006,North Macedonia,Liechtenstein,1.0
5392,2006,North Macedonia,Malta,1.0
5393,2006,North Macedonia,Poland,0.0
5394,2006,North Macedonia,Portugal,0.0
5395,2006,North Macedonia,Slovakia,0.0
5396,2006,North Macedonia,Turkey,0.0
5397,2006,North Macedonia,Ukraine,1.0
5398,2006,Northern Ireland,Armenia,0.0
5399,2006,Northern Ireland,Canada,0.0
5400,2006,Northern Ireland,Cyprus,0.0
5401,2006,Northern Ireland,Finland,0.0
5402,2006,Northern Ireland,Germany,0.0
5403,2006,Northern Ireland,Greece,0.0
5404,2006,Northern Ireland,Norway,0.0
5405,2006,Northern Ireland,Poland,0.0
5406,2006,Northern Ireland,Portugal,0.0
5407,2006,Northern Ireland,Serbia,0.0
5408,2006,Northern Ireland,Spain,0.0
5409,2006,Northern Ireland,Ukraine,0.0
5410,2006,Norway,Belgium,0.0
5411,2006,Norway,Bosnia and Herzegovina,1.0
5412,2006,Norway,Costa Rica,1.0
5413,2006,Norway,Denmark,0.0
5414,2006,Norway,Finland,1.0
5415,2006,Norway,Iceland,0.0
5416,2006,Norway,Japan,1.0
5417,2006,Norway,Luxembourg,1.0
5418,2006,Norway,Netherlands,0.0
5419,2006,Norway,Portugal,0.0
5420,2006,Norway,Romania,0.0
5421,2006,Norway,Russia,1.0
5422,2006,Norway,Scotland,0.0
5423,2006,Norway,Spain,0.0
5424,2006,Norway,Sweden,0.0
5425,2006,Norway,Switzerland,0.0
5426,2006,Norway,Wales,0.0
5427,2006,Occitania,Chechnya,1.0
5428,2006,Occitania,Monaco,0.0
5429,2006,Oman,Bahrain,1.0
5430,2006,Oman,Estonia,1.0
5431,2006,Oman,Iran,0.0
5432,2006,Oman,Iraq,1.0
5433,2006,Oman,Jordan,1.0
5434,2006,Oman,Maldives,1.0
5435,2006,Oman,Nepal,1.0
5436,2006,Oman,Norway,0.0
5437,2006,Oman,South Korea,1.0
5438,2006,Oman,Syria,0.0
5439,2006,Oman,Thailand,1.0
5440,2006,Oman,United Arab Emirates,1.0
5441,2006,Oman,Vietnam,1.0
5442,2006,Pakistan,Afghanistan,1.0
5443,2006,Pakistan,Bangladesh,0.0
5444,2006,Pakistan,India,0.25
5445,2006,Pakistan,Maldives,0.0
5446,2006,Pakistan,Sri Lanka,1.0
5447,2006,Palestine,Iraq,0.0
5448,2006,Palestine,Jordan,0.0
5449,2006,Panama,Bermuda,1.0
5450,2006,Panama,Cuba,1.0
5451,2006,Panama,Guatemala,0.0
5452,2006,Panama,Paraguay,0.0
5453,2006,Panama,Trinidad and Tobago,0.0
5454,2006,Papua New Guinea,Micronesia,1.0
5455,2006,Papua New Guinea,New Caledonia,0.0
5456,2006,Papua New Guinea,Solomon Islands,0.0
5457,2006,Papua New Guinea,Tahiti,0.0
5458,2006,Papua New Guinea,Tonga,0.5
5459,2006,Paraguay,Bolivia,0.0
5460,2006,Paraguay,Chile,0.0
5461,2006,Paraguay,El Salvador,1.0
5462,2006,Paraguay,South Korea,0.0
5463,2006,Paraguay,Togo,1.0
5464,2006,Paraguay,Trinidad and Tobago,1.0
5465,2006,Paraguay,Uruguay,0.0
5466,2006,Peru,Argentina,0.0
5467,2006,Peru,Bolivia,0.0
5468,2006,Peru,Chile,1.0
5469,2006,Peru,Colombia,0.0
5470,2006,Peru,Guatemala,0.0
5471,2006,Peru,Haiti,1.0
5472,2006,Peru,Paraguay,0.0
5473,2006,Peru,Uruguay,0.0
5474,2006,Peru,Venezuela,1.0
5475,2006,Philippines,Myanmar,0.0
5476,2006,Philippines,Timor-Leste,1.0
5477,2006,Poland,Albania,1.0
5478,2006,Poland,Belarus,0.0
5479,2006,Poland,Belgium,0.0
5480,2006,Poland,Denmark,0.0
5481,2006,Poland,Ecuador,0.0
5482,2006,Poland,Estonia,1.0
5483,2006,Poland,Faroe Islands,1.0
5484,2006,Poland,Greece,1.0
5485,2006,Poland,Hungary,0.0
5486,2006,Poland,Iceland,1.0
5487,2006,Poland,Israel,1.0
5488,2006,Poland,Italy,1.0
5489,2006,Poland,Japan,0.0
5490,2006,Poland,Kazakhstan,1.0
5491,2006,Poland,Latvia,0.0
5492,2006,Poland,New Zealand,1.0
5493,2006,Poland,Republic of Ireland,0.0
5494,2006,Poland,Romania,0.0
5495,2006,Poland,San Marino,1.0
5496,2006,Poland,Serbia,1.0
5497,2006,Poland,Slovenia,1.0
5498,2006,Poland,Sweden,0.0
5499,2006,Poland,United States,0.0
5500,2006,Portugal,Albania,1.0
